date_time,location,datagrab_loc,temp_c,data_type
11/8/2024 13:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.040998,Provisional
11/8/2024 13:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.38675,Provisional
11/8/2024 14:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.558716,Provisional
11/8/2024 14:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.064853,Provisional
11/8/2024 14:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.084733,Provisional
11/8/2024 14:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.440094,Provisional
11/8/2024 14:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.512085,Provisional
11/8/2024 14:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.17782,Provisional
11/8/2024 14:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.163089,Provisional
11/8/2024 14:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.466767,Provisional
11/8/2024 14:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.65979,Provisional
11/8/2024 14:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.293018,Provisional
11/8/2024 14:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.380481,Provisional
11/8/2024 14:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.512542,Provisional
11/8/2024 14:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.795715,Provisional
11/8/2024 14:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.396616,Provisional
11/8/2024 14:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.68902,Provisional
11/8/2024 14:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.664948,Provisional
11/8/2024 15:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.931519,Provisional
11/8/2024 15:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.488635,Provisional
11/8/2024 15:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.6492,Provisional
11/8/2024 15:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.897064,Provisional
11/8/2024 15:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,6.001404,Provisional
11/8/2024 15:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.502472,Provisional
11/8/2024 15:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.520984,Provisional
11/8/2024 15:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.117492,Provisional
11/8/2024 15:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.978119,Provisional
11/8/2024 15:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.463989,Provisional
11/8/2024 15:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.475046,Provisional
11/8/2024 15:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.273041,Provisional
11/8/2024 15:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.943207,Provisional
11/8/2024 15:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.450906,Provisional
11/8/2024 15:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.459473,Provisional
11/8/2024 15:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.34137,Provisional
11/8/2024 16:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.908294,Provisional
11/8/2024 16:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.482862,Provisional
11/8/2024 16:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.481863,Provisional
11/8/2024 16:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.36789,Provisional
11/8/2024 16:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.861725,Provisional
11/8/2024 16:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.539798,Provisional
11/8/2024 16:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.535379,Provisional
11/8/2024 16:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.371704,Provisional
11/8/2024 16:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.768555,Provisional
11/8/2024 16:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.60441,Provisional
11/8/2024 16:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.628711,Provisional
11/8/2024 16:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.348938,Provisional
11/8/2024 16:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.679199,Provisional
11/8/2024 16:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.664777,Provisional
11/8/2024 16:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.70571,Provisional
11/8/2024 16:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.311005,Provisional
11/8/2024 17:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.605377,Provisional
11/8/2024 17:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.722833,Provisional
11/8/2024 17:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.725055,Provisional
11/8/2024 17:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.273041,Provisional
11/8/2024 17:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.496521,Provisional
11/8/2024 17:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.774329,Provisional
11/8/2024 17:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.756509,Provisional
11/8/2024 17:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.22757,Provisional
11/8/2024 17:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.399261,Provisional
11/8/2024 17:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.818112,Provisional
11/8/2024 17:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.778876,Provisional
11/8/2024 17:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.163025,Provisional
11/8/2024 17:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.313659,Provisional
11/8/2024 17:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.853086,Provisional
11/8/2024 17:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.797437,Provisional
11/8/2024 17:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,7.071869,Provisional
11/8/2024 18:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.239654,Provisional
11/8/2024 18:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.876489,Provisional
11/8/2024 18:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.814494,Provisional
11/8/2024 18:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.980713,Provisional
11/8/2024 18:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.157837,Provisional
11/8/2024 18:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.885718,Provisional
11/8/2024 18:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.80766,Provisional
11/8/2024 18:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.878021,Provisional
11/8/2024 18:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.091583,Provisional
11/8/2024 18:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.879949,Provisional
11/8/2024 18:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.804273,Provisional
11/8/2024 18:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.790497,Provisional
11/8/2024 18:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.079895,Provisional
11/8/2024 18:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.86575,Provisional
11/8/2024 18:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.805398,Provisional
11/8/2024 18:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.699188,Provisional
11/8/2024 19:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.235718,Provisional
11/8/2024 19:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.857684,Provisional
11/8/2024 19:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.811465,Provisional
11/8/2024 19:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.615417,Provisional
11/8/2024 19:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.379761,Provisional
11/8/2024 19:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.855386,Provisional
11/8/2024 19:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.83269,Provisional
11/8/2024 19:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.539184,Provisional
11/8/2024 19:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.41095,Provisional
11/8/2024 19:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.8646,Provisional
11/8/2024 19:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.853131,Provisional
11/8/2024 19:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.474427,Provisional
11/8/2024 19:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.488739,Provisional
11/8/2024 19:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.881487,Provisional
11/8/2024 19:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.864892,Provisional
11/8/2024 19:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.421051,Provisional
11/8/2024 20:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.465424,Provisional
11/8/2024 20:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.898773,Provisional
11/8/2024 20:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.875108,Provisional
11/8/2024 20:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.367645,Provisional
11/8/2024 20:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.547089,Provisional
11/8/2024 20:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.912964,Provisional
11/8/2024 20:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.875107,Provisional
11/8/2024 20:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.310425,Provisional
11/8/2024 20:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.547089,Provisional
11/8/2024 20:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.915649,Provisional
11/8/2024 20:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.866412,Provisional
11/8/2024 20:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.264679,Provisional
11/8/2024 20:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.527619,Provisional
11/8/2024 20:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.907632,Provisional
11/8/2024 20:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.849716,Provisional
11/8/2024 20:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.230255,Provisional
11/8/2024 21:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.504303,Provisional
11/8/2024 21:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.889563,Provisional
11/8/2024 21:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.83269,Provisional
11/8/2024 21:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.192077,Provisional
11/8/2024 21:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.484894,Provisional
11/8/2024 21:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.865369,Provisional
11/8/2024 21:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.805026,Provisional
11/8/2024 21:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.165375,Provisional
11/8/2024 21:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.480988,Provisional
11/8/2024 21:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.838477,Provisional
11/8/2024 21:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.779633,Provisional
11/8/2024 21:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.142426,Provisional
11/8/2024 21:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.488739,Provisional
11/8/2024 21:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.806597,Provisional
11/8/2024 21:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.7478,Provisional
11/8/2024 21:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.123322,Provisional
11/8/2024 22:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.515991,Provisional
11/8/2024 22:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.768945,Provisional
11/8/2024 22:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.717069,Provisional
11/8/2024 22:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.104218,Provisional
11/8/2024 22:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.539246,Provisional
11/8/2024 22:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.730496,Provisional
11/8/2024 22:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.665896,Provisional
11/8/2024 22:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.077484,Provisional
11/8/2024 22:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.55484,Provisional
11/8/2024 22:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.691687,Provisional
11/8/2024 22:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.642011,Provisional
11/8/2024 22:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.046967,Provisional
11/8/2024 22:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.57425,Provisional
11/8/2024 22:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.650573,Provisional
11/8/2024 22:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.605209,Provisional
11/8/2024 22:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,6.023987,Provisional
11/8/2024 23:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.593689,Provisional
11/8/2024 23:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.60827,Provisional
11/8/2024 23:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.569171,Provisional
11/8/2024 23:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.993469,Provisional
11/8/2024 23:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.585968,Provisional
11/8/2024 23:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.569409,Provisional
11/8/2024 23:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.52666,Provisional
11/8/2024 23:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.974274,Provisional
11/8/2024 23:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.566528,Provisional
11/8/2024 23:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.527109,Provisional
11/8/2024 23:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.486051,Provisional
11/8/2024 23:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.959015,Provisional
11/8/2024 23:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.550995,Provisional
11/8/2024 23:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.482862,Provisional
11/8/2024 23:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.451117,Provisional
11/8/2024 23:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.936066,Provisional
11/9/2024 0:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.523712,Provisional
11/9/2024 0:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.440134,Provisional
11/9/2024 0:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.411246,Provisional
11/9/2024 0:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.905456,Provisional
11/9/2024 0:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.492614,Provisional
11/9/2024 0:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.394702,Provisional
11/9/2024 0:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.375537,Provisional
11/9/2024 0:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.874848,Provisional
11/9/2024 0:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.465424,Provisional
11/9/2024 0:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.348126,Provisional
11/9/2024 0:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.33566,Provisional
11/9/2024 0:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.82901,Provisional
11/9/2024 0:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.43039,Provisional
11/9/2024 0:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.297254,Provisional
11/9/2024 0:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.28435,Provisional
11/9/2024 0:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.779236,Provisional
11/9/2024 1:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.399261,Provisional
11/9/2024 1:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.247195,Provisional
11/9/2024 1:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.236105,Provisional
11/9/2024 1:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.740936,Provisional
11/9/2024 1:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.360321,Provisional
11/9/2024 1:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.193625,Provisional
11/9/2024 1:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.198843,Provisional
11/9/2024 1:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.702637,Provisional
11/9/2024 1:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.317536,Provisional
11/9/2024 1:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.141589,Provisional
11/9/2024 1:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.119345,Provisional
11/9/2024 1:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.664368,Provisional
11/9/2024 1:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.282501,Provisional
11/9/2024 1:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.091455,Provisional
11/9/2024 1:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.13988,Provisional
11/9/2024 1:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.637543,Provisional
11/9/2024 2:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.266907,Provisional
11/9/2024 2:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.047113,Provisional
11/9/2024 2:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.072189,Provisional
11/9/2024 2:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.618408,Provisional
11/9/2024 2:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.216309,Provisional
11/9/2024 2:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,6.00506,Provisional
11/9/2024 2:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,6.023483,Provisional
11/9/2024 2:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.606903,Provisional
11/9/2024 2:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.188995,Provisional
11/9/2024 2:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.968799,Provisional
11/9/2024 2:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.991876,Provisional
11/9/2024 2:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.583924,Provisional
11/9/2024 2:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.157837,Provisional
11/9/2024 2:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.933282,Provisional
11/9/2024 2:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.904681,Provisional
11/9/2024 2:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.553253,Provisional
11/9/2024 3:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.122803,Provisional
11/9/2024 3:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.892762,Provisional
11/9/2024 3:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.905444,Provisional
11/9/2024 3:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.526428,Provisional
11/9/2024 3:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.083771,Provisional
11/9/2024 3:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.847985,Provisional
11/9/2024 3:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.870038,Provisional
11/9/2024 3:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.495758,Provisional
11/9/2024 3:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.048706,Provisional
11/9/2024 3:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.804339,Provisional
11/9/2024 3:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.880325,Provisional
11/9/2024 3:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.457428,Provisional
11/9/2024 3:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.005829,Provisional
11/9/2024 3:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.756052,Provisional
11/9/2024 3:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.780121,Provisional
11/9/2024 3:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.419067,Provisional
11/9/2024 4:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.978516,Provisional
11/9/2024 4:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.715082,Provisional
11/9/2024 4:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.716449,Provisional
11/9/2024 4:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.380738,Provisional
11/9/2024 4:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.927826,Provisional
11/9/2024 4:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.674905,Provisional
11/9/2024 4:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.704627,Provisional
11/9/2024 4:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.334686,Provisional
11/9/2024 4:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.896576,Provisional
11/9/2024 4:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.640112,Provisional
11/9/2024 4:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.670321,Provisional
11/9/2024 4:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.296326,Provisional
11/9/2024 4:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.86145,Provisional
11/9/2024 4:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.603387,Provisional
11/9/2024 4:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.667295,Provisional
11/9/2024 4:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.246399,Provisional
11/9/2024 5:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.834137,Provisional
11/9/2024 5:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.567416,Provisional
11/9/2024 5:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.587958,Provisional
11/9/2024 5:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.200348,Provisional
11/9/2024 5:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.806824,Provisional
11/9/2024 5:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.532229,Provisional
11/9/2024 5:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.544436,Provisional
11/9/2024 5:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.169617,Provisional
11/9/2024 5:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.771668,Provisional
11/9/2024 5:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.494723,Provisional
11/9/2024 5:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.489502,Provisional
11/9/2024 5:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.131165,Provisional
11/9/2024 5:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.744324,Provisional
11/9/2024 5:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.456415,Provisional
11/9/2024 5:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.482239,Provisional
11/9/2024 5:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.096588,Provisional
11/9/2024 6:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.720947,Provisional
11/9/2024 6:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.418881,Provisional
11/9/2024 6:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.499015,Provisional
11/9/2024 6:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.062073,Provisional
11/9/2024 6:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.697479,Provisional
11/9/2024 6:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.384781,Provisional
11/9/2024 6:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.441394,Provisional
11/9/2024 6:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.038941,Provisional
11/9/2024 6:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.674011,Provisional
11/9/2024 6:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,5.357733,Provisional
11/9/2024 6:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,5.375336,Provisional
11/9/2024 6:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,5.019715,Provisional
