Date,Time,DateTime,LEVEL,TEMPERATURE,Calc Flow (cfs)
7/28/2019,22:00:00,7/28/2019 22:00,0.1652,8.603,3.498088474
7/28/2019,22:15:00,7/28/2019 22:15,0.1669,8.592,3.561406814
7/28/2019,22:30:00,7/28/2019 22:30,0.1632,8.582,3.424221476
7/28/2019,22:45:00,7/28/2019 22:45,0.1647,8.572,3.479558293
7/28/2019,23:00:00,7/28/2019 23:00,0.1634,8.562,3.431577709
7/28/2019,23:15:00,7/28/2019 23:15,0.1643,8.55,3.464764579
7/28/2019,23:30:00,7/28/2019 23:30,0.1647,8.537,3.479558293
7/28/2019,23:45:00,7/28/2019 23:45,0.165,8.53,3.490671332
7/29/2019,0:00:00,7/29/2019 0:00,0.1649,8.518,3.486965295
7/29/2019,0:15:00,7/29/2019 0:15,0.1642,8.51,3.461070379
7/29/2019,0:30:00,7/29/2019 0:30,0.1652,8.5,3.498088474
7/29/2019,0:45:00,7/29/2019 0:45,0.1643,8.492,3.464764579
7/29/2019,1:00:00,7/29/2019 1:00,0.1651,8.481,3.494379058
7/29/2019,1:15:00,7/29/2019 1:15,0.1631,8.473,3.420545901
7/29/2019,1:30:00,7/29/2019 1:30,0.1644,8.471,3.46846047
7/29/2019,1:45:00,7/29/2019 1:45,0.164,8.469,3.453687054
7/29/2019,2:00:00,7/29/2019 2:00,0.1639,8.464,3.449997931
7/29/2019,2:15:00,7/29/2019 2:15,0.1646,8.458,3.475857328
7/29/2019,2:30:00,7/29/2019 2:30,0.1639,8.455,3.449997931
7/29/2019,2:45:00,7/29/2019 2:45,0.164,8.453,3.453687054
7/29/2019,3:00:00,7/29/2019 3:00,0.1651,8.45,3.494379058
7/29/2019,3:15:00,7/29/2019 3:15,0.1625,8.443,3.398528051
7/29/2019,3:30:00,7/29/2019 3:30,0.164,8.439,3.453687054
7/29/2019,3:45:00,7/29/2019 3:45,0.1635,8.436,3.435258366
7/29/2019,4:00:00,7/29/2019 4:00,0.1639,8.431,3.449997931
7/29/2019,4:15:00,7/29/2019 4:15,0.1643,8.427,3.464764579
7/29/2019,4:30:00,7/29/2019 4:30,0.1638,8.421,3.4463105
7/29/2019,4:45:00,7/29/2019 4:45,0.1632,8.417,3.424221476
7/29/2019,5:00:00,7/29/2019 5:00,0.1643,8.412,3.464764579
7/29/2019,5:15:00,7/29/2019 5:15,0.1625,8.41,3.398528051
7/29/2019,5:30:00,7/29/2019 5:30,0.1626,8.406,3.402193453
7/29/2019,5:45:00,7/29/2019 5:45,0.1644,8.403,3.46846047
7/29/2019,6:00:00,7/29/2019 6:00,0.1622,8.4,3.387542022
7/29/2019,6:15:00,7/29/2019 6:15,0.1634,8.397,3.431577709
7/29/2019,6:30:00,7/29/2019 6:30,0.1622,8.395,3.387542022
7/29/2019,6:45:00,7/29/2019 6:45,0.1636,8.399,3.438940717
7/29/2019,7:00:00,7/29/2019 7:00,0.1654,8.408,3.505512374
7/29/2019,7:15:00,7/29/2019 7:15,0.1636,8.417,3.438940717
7/29/2019,7:30:00,7/29/2019 7:30,0.1641,8.434,3.45737787
7/29/2019,7:45:00,7/29/2019 7:45,0.1671,8.461,3.568888071
7/29/2019,8:00:00,7/29/2019 8:00,0.1648,8.494,3.483260949
7/29/2019,8:15:00,7/29/2019 8:15,0.1629,8.532,3.413199836
7/29/2019,8:30:00,7/29/2019 8:30,0.1624,8.577,3.394864345
7/29/2019,8:45:00,7/29/2019 8:45,0.1617,8.629,3.369265919
7/29/2019,9:00:00,7/29/2019 9:00,0.1651,8.677,3.494379058
7/29/2019,9:15:00,7/29/2019 9:15,0.1628,8.727,3.409529346
7/29/2019,9:30:00,7/29/2019 9:30,0.1654,8.782,3.505512374
7/29/2019,9:45:00,7/29/2019 9:45,0.1633,8.849,3.427898745
7/29/2019,10:00:00,7/29/2019 10:00,0.1646,8.921,3.475857328
7/29/2019,10:15:00,7/29/2019 10:15,0.162,8.994,3.380226488
7/29/2019,10:30:00,7/29/2019 10:30,0.1644,9.079,3.46846047
7/29/2019,10:45:00,7/29/2019 10:45,0.1604,9.15,3.321946843
7/29/2019,11:00:00,7/29/2019 11:00,0.1646,9.224,3.475857328
7/29/2019,11:15:00,7/29/2019 11:15,0.1611,9.298,3.347390645
7/29/2019,11:30:00,7/29/2019 11:30,0.1668,9.393,3.557668713
7/29/2019,11:45:00,7/29/2019 11:45,0.1614,9.461,3.358320636
7/29/2019,12:00:00,7/29/2019 12:00,0.1654,9.53,3.505512374
7/29/2019,12:15:00,7/29/2019 12:15,0.1617,9.594,3.369265919
7/29/2019,12:30:00,7/29/2019 12:30,0.1633,9.634,3.427898745
7/29/2019,12:45:00,7/29/2019 12:45,0.1602,9.684,3.314692497
7/29/2019,13:00:00,7/29/2019 13:00,0.1622,9.721,3.387542022
7/29/2019,13:15:00,7/29/2019 13:15,0.1592,9.76,3.278522948
7/29/2019,13:30:00,7/29/2019 13:30,0.1586,9.78,3.256903039
7/29/2019,13:45:00,7/29/2019 13:45,0.1568,9.808,3.192412154
7/29/2019,14:00:00,7/29/2019 14:00,0.1576,9.809,3.221006408
7/29/2019,14:15:00,7/29/2019 14:15,0.1524,9.805,3.037105312
7/29/2019,14:30:00,7/29/2019 14:30,0.1593,9.797,3.282132235
7/29/2019,14:45:00,7/29/2019 14:45,0.153,9.8,3.058087568
7/29/2019,15:00:00,7/29/2019 15:00,0.1595,9.786,3.289355923
7/29/2019,15:15:00,7/29/2019 15:15,0.1565,9.782,3.181717539
7/29/2019,15:30:00,7/29/2019 15:30,0.1601,9.758,3.311067877
7/29/2019,15:45:00,7/29/2019 15:45,0.1591,9.717,3.274915366
7/29/2019,16:00:00,7/29/2019 16:00,0.1615,9.661,3.361967365
7/29/2019,16:15:00,7/29/2019 16:15,0.1598,9.619,3.300204235
7/29/2019,16:30:00,7/29/2019 16:30,0.1573,9.586,3.210270736
7/29/2019,16:45:00,7/29/2019 16:45,0.1584,9.544,3.249710052
7/29/2019,17:00:00,7/29/2019 17:00,0.1538,9.391,3.086160321
7/29/2019,17:15:00,7/29/2019 17:15,0.1547,9.312,3.117873708
7/29/2019,17:30:00,7/29/2019 17:30,0.1567,9.324,3.188845571
7/29/2019,17:45:00,7/29/2019 17:45,0.1602,9.318,3.314692497
7/29/2019,18:00:00,7/29/2019 18:00,0.1567,9.309,3.188845571
7/29/2019,18:15:00,7/29/2019 18:15,0.1577,9.233,3.224588384
7/29/2019,18:30:00,7/29/2019 18:30,0.1594,9.138,3.285743227
7/29/2019,18:45:00,7/29/2019 18:45,0.1623,9.056,3.391202335
7/29/2019,19:00:00,7/29/2019 19:00,0.1611,8.995,3.347390645
7/29/2019,19:15:00,7/29/2019 19:15,0.1636,8.946,3.438940717
7/29/2019,19:30:00,7/29/2019 19:30,0.1623,8.905,3.391202335
7/29/2019,19:45:00,7/29/2019 19:45,0.1654,8.866,3.505512374
7/29/2019,20:00:00,7/29/2019 20:00,0.161,8.833,3.343750714
7/29/2019,20:15:00,7/29/2019 20:15,0.1648,8.79,3.483260949
7/29/2019,20:30:00,7/29/2019 20:30,0.1611,8.749,3.347390645
7/29/2019,20:45:00,7/29/2019 20:45,0.1651,8.712,3.494379058
7/29/2019,21:00:00,7/29/2019 21:00,0.1611,8.683,3.347390645
7/29/2019,21:15:00,7/29/2019 21:15,0.166,8.66,3.527824598
7/29/2019,21:30:00,7/29/2019 21:30,0.1607,8.64,3.332841124
7/29/2019,21:45:00,7/29/2019 21:45,0.1648,8.625,3.483260949
7/29/2019,22:00:00,7/29/2019 22:00,0.1622,8.611,3.387542022
7/29/2019,22:15:00,7/29/2019 22:15,0.1638,8.599,3.4463105
7/29/2019,22:30:00,7/29/2019 22:30,0.1641,8.586,3.45737787
7/29/2019,22:45:00,7/29/2019 22:45,0.1634,8.566,3.431577709
7/29/2019,23:00:00,7/29/2019 23:00,0.1648,8.553,3.483260949
7/29/2019,23:15:00,7/29/2019 23:15,0.1647,8.548,3.479558293
7/29/2019,23:30:00,7/29/2019 23:30,0.1628,8.548,3.409529346
7/29/2019,23:45:00,7/29/2019 23:45,0.1637,8.544,3.442624762
7/30/2019,0:00:00,7/30/2019 0:00,0.1629,8.544,3.413199836
7/30/2019,0:15:00,7/30/2019 0:15,0.1626,8.538,3.402193453
7/30/2019,0:30:00,7/30/2019 0:30,0.1638,8.518,3.4463105
7/30/2019,0:45:00,7/30/2019 0:45,0.1629,8.494,3.413199836
7/30/2019,1:00:00,7/30/2019 1:00,0.1641,8.479,3.45737787
7/30/2019,1:15:00,7/30/2019 1:15,0.1645,8.467,3.472158053
7/30/2019,1:30:00,7/30/2019 1:30,0.1637,8.454,3.442624762
7/30/2019,1:45:00,7/30/2019 1:45,0.1631,8.448,3.420545901
7/30/2019,2:00:00,7/30/2019 2:00,0.162,8.44,3.380226488
7/30/2019,2:15:00,7/30/2019 2:15,0.1626,8.437,3.402193453
7/30/2019,2:30:00,7/30/2019 2:30,0.1633,8.432,3.427898745
7/30/2019,2:45:00,7/30/2019 2:45,0.1636,8.431,3.438940717
7/30/2019,3:00:00,7/30/2019 3:00,0.1628,8.421,3.409529346
7/30/2019,3:15:00,7/30/2019 3:15,0.1638,8.415,3.4463105
7/30/2019,3:30:00,7/30/2019 3:30,0.162,8.411,3.380226488
7/30/2019,3:45:00,7/30/2019 3:45,0.1631,8.414,3.420545901
7/30/2019,4:00:00,7/30/2019 4:00,0.1617,8.413,3.369265919
7/30/2019,4:15:00,7/30/2019 4:15,0.1637,8.406,3.442624762
7/30/2019,4:30:00,7/30/2019 4:30,0.1617,8.399,3.369265919
7/30/2019,4:45:00,7/30/2019 4:45,0.1639,8.396,3.449997931
7/30/2019,5:00:00,7/30/2019 5:00,0.1623,8.392,3.391202335
7/30/2019,5:15:00,7/30/2019 5:15,0.1633,8.385,3.427898745
7/30/2019,5:30:00,7/30/2019 5:30,0.1626,8.379,3.402193453
7/30/2019,5:45:00,7/30/2019 5:45,0.1647,8.376,3.479558293
7/30/2019,6:00:00,7/30/2019 6:00,0.1615,8.372,3.361967365
7/30/2019,6:15:00,7/30/2019 6:15,0.1646,8.367,3.475857328
7/30/2019,6:30:00,7/30/2019 6:30,0.1633,8.367,3.427898745
7/30/2019,6:45:00,7/30/2019 6:45,0.1636,8.372,3.438940717
7/30/2019,7:00:00,7/30/2019 7:00,0.1641,8.38,3.45737787
7/30/2019,7:15:00,7/30/2019 7:15,0.1644,8.395,3.46846047
7/30/2019,7:30:00,7/30/2019 7:30,0.1644,8.409,3.46846047
7/30/2019,7:45:00,7/30/2019 7:45,0.1692,8.436,3.647847723
7/30/2019,8:00:00,7/30/2019 8:00,0.1686,8.469,3.62521215
7/30/2019,8:15:00,7/30/2019 8:15,0.1693,8.508,3.651626198
7/30/2019,8:30:00,7/30/2019 8:30,0.1673,8.553,3.576376067
7/30/2019,8:45:00,7/30/2019 8:45,0.168,8.603,3.602637088
7/30/2019,9:00:00,7/30/2019 9:00,0.1707,8.657,3.704701045
7/30/2019,9:15:00,7/30/2019 9:15,0.1686,8.712,3.62521215
7/30/2019,9:30:00,7/30/2019 9:30,0.1704,8.775,3.693300191
7/30/2019,9:45:00,7/30/2019 9:45,0.1678,8.839,3.595125523
7/30/2019,10:00:00,7/30/2019 10:00,0.1678,8.913,3.595125523
7/30/2019,10:15:00,7/30/2019 10:15,0.1664,8.993,3.542733164
7/30/2019,10:30:00,7/30/2019 10:30,0.1677,9.067,3.591372265
7/30/2019,10:45:00,7/30/2019 10:45,0.168,9.143,3.602637088
7/30/2019,11:00:00,7/30/2019 11:00,0.1668,9.222,3.557668713
7/30/2019,11:15:00,7/30/2019 11:15,0.1632,9.293,3.424221476
7/30/2019,11:30:00,7/30/2019 11:30,0.168,9.386,3.602637088
7/30/2019,11:45:00,7/30/2019 11:45,0.1647,9.459,3.479558293
7/30/2019,12:00:00,7/30/2019 12:00,0.1665,9.536,3.546464523
7/30/2019,12:15:00,7/30/2019 12:15,0.1645,9.593,3.472158053
7/30/2019,12:30:00,7/30/2019 12:30,0.1669,9.655,3.561406814
7/30/2019,12:45:00,7/30/2019 12:45,0.1642,9.703,3.461070379
7/30/2019,13:00:00,7/30/2019 13:00,0.1651,9.744,3.494379058
7/30/2019,13:15:00,7/30/2019 13:15,0.164,9.799,3.453687054
7/30/2019,13:30:00,7/30/2019 13:30,0.1625,9.828,3.398528051
7/30/2019,13:45:00,7/30/2019 13:45,0.1623,9.853,3.391202335
7/30/2019,14:00:00,7/30/2019 14:00,0.1582,9.858,3.242523893
7/30/2019,14:15:00,7/30/2019 14:15,0.156,9.852,3.163927428
7/30/2019,14:30:00,7/30/2019 14:30,0.1612,9.826,3.351032276
7/30/2019,14:45:00,7/30/2019 14:45,0.159,9.81,3.271309489
7/30/2019,15:00:00,7/30/2019 15:00,0.1632,9.789,3.424221476
7/30/2019,15:15:00,7/30/2019 15:15,0.1597,9.773,3.296586427
7/30/2019,15:30:00,7/30/2019 15:30,0.1639,9.737,3.449997931
7/30/2019,15:45:00,7/30/2019 15:45,0.16,9.704,3.30744496
7/30/2019,16:00:00,7/30/2019 16:00,0.166,9.658,3.527824598
7/30/2019,16:15:00,7/30/2019 16:15,0.1675,9.61,3.583870799
7/30/2019,16:30:00,7/30/2019 16:30,0.1614,9.553,3.358320636
7/30/2019,16:45:00,7/30/2019 16:45,0.1613,9.478,3.354675606
7/30/2019,17:00:00,7/30/2019 17:00,0.1581,9.392,3.238933375
7/30/2019,17:15:00,7/30/2019 17:15,0.154,9.322,3.09319571
7/30/2019,17:30:00,7/30/2019 17:30,0.161,9.272,3.343750714
7/30/2019,17:45:00,7/30/2019 17:45,0.1637,9.229,3.442624762
7/30/2019,18:00:00,7/30/2019 18:00,0.1586,9.201,3.256903039
7/30/2019,18:15:00,7/30/2019 18:15,0.1598,9.183,3.300204235
7/30/2019,18:30:00,7/30/2019 18:30,0.1588,9.148,3.264102852
7/30/2019,18:45:00,7/30/2019 18:45,0.1611,9.093,3.347390645
7/30/2019,19:00:00,7/30/2019 19:00,0.1673,9.047,3.576376067
7/30/2019,19:15:00,7/30/2019 19:15,0.1702,9.009,3.685708004
7/30/2019,19:30:00,7/30/2019 19:30,0.1676,8.961,3.58762069
7/30/2019,19:45:00,7/30/2019 19:45,0.1711,8.92,3.719925643
7/30/2019,20:00:00,7/30/2019 20:00,0.1667,8.871,3.553932297
7/30/2019,20:15:00,7/30/2019 20:15,0.1712,8.816,3.723735979
7/30/2019,20:30:00,7/30/2019 20:30,0.1677,8.769,3.591372265
7/30/2019,20:45:00,7/30/2019 20:45,0.1712,8.717,3.723735979
7/30/2019,21:00:00,7/30/2019 21:00,0.1669,8.673,3.561406814
7/30/2019,21:15:00,7/30/2019 21:15,0.1704,8.64,3.693300191
7/30/2019,21:30:00,7/30/2019 21:30,0.1672,8.611,3.572631227
7/30/2019,21:45:00,7/30/2019 21:45,0.17,8.583,3.678122524
7/30/2019,22:00:00,7/30/2019 22:00,0.1688,8.565,3.63275062
7/30/2019,22:15:00,7/30/2019 22:15,0.1699,8.558,3.6743323
7/30/2019,22:30:00,7/30/2019 22:30,0.1674,8.553,3.580122591
7/30/2019,22:45:00,7/30/2019 22:45,0.1705,8.552,3.6970988
7/30/2019,23:00:00,7/30/2019 23:00,0.1678,8.548,3.595125523
7/30/2019,23:15:00,7/30/2019 23:15,0.1695,8.539,3.659188185
7/30/2019,23:30:00,7/30/2019 23:30,0.1685,8.52,3.621445436
7/30/2019,23:45:00,7/30/2019 23:45,0.1693,8.498,3.651626198
7/31/2019,0:00:00,7/31/2019 0:00,0.168,8.483,3.602637088
7/31/2019,0:15:00,7/31/2019 0:15,0.1688,8.468,3.63275062
7/31/2019,0:30:00,7/31/2019 0:30,0.167,8.456,3.5651466
7/31/2019,0:45:00,7/31/2019 0:45,0.1614,8.443,3.358320636
7/31/2019,1:00:00,7/31/2019 1:00,0.161,8.432,3.343750714
7/31/2019,1:15:00,7/31/2019 1:15,0.1614,8.425,3.358320636
7/31/2019,1:30:00,7/31/2019 1:30,0.1596,8.42,3.292970323
7/31/2019,1:45:00,7/31/2019 1:45,0.1611,8.415,3.347390645
7/31/2019,2:00:00,7/31/2019 2:00,0.1607,8.409,3.332841124
7/31/2019,2:15:00,7/31/2019 2:15,0.1616,8.402,3.365615793
7/31/2019,2:30:00,7/31/2019 2:30,0.1604,8.398,3.321946843
7/31/2019,2:45:00,7/31/2019 2:45,0.1606,8.394,3.329207996
7/31/2019,3:00:00,7/31/2019 3:00,0.1601,8.39,3.311067877
7/31/2019,3:15:00,7/31/2019 3:15,0.1611,8.386,3.347390645
7/31/2019,3:30:00,7/31/2019 3:30,0.1591,8.382,3.274915366
7/31/2019,3:45:00,7/31/2019 3:45,0.1607,8.378,3.332841124
7/31/2019,4:00:00,7/31/2019 4:00,0.1597,8.373,3.296586427
7/31/2019,4:15:00,7/31/2019 4:15,0.1606,8.367,3.329207996
7/31/2019,4:30:00,7/31/2019 4:30,0.1594,8.363,3.285743227
7/31/2019,4:45:00,7/31/2019 4:45,0.1616,8.36,3.365615793
7/31/2019,5:00:00,7/31/2019 5:00,0.1605,8.356,3.325576569
7/31/2019,5:15:00,7/31/2019 5:15,0.1609,8.351,3.340112484
7/31/2019,5:30:00,7/31/2019 5:30,0.1587,8.347,3.260502092
7/31/2019,5:45:00,7/31/2019 5:45,0.1605,8.343,3.325576569
7/31/2019,6:00:00,7/31/2019 6:00,0.1603,8.337,3.318318819
7/31/2019,6:15:00,7/31/2019 6:15,0.1602,8.336,3.314692497
7/31/2019,6:30:00,7/31/2019 6:30,0.1603,8.336,3.318318819
7/31/2019,6:45:00,7/31/2019 6:45,0.161,8.339,3.343750714
7/31/2019,7:00:00,7/31/2019 7:00,0.1606,8.348,3.329207996
7/31/2019,7:15:00,7/31/2019 7:15,0.1626,8.361,3.402193453
7/31/2019,7:30:00,7/31/2019 7:30,0.1613,8.379,3.354675606
7/31/2019,7:45:00,7/31/2019 7:45,0.1624,8.405,3.394864345
7/31/2019,8:00:00,7/31/2019 8:00,0.1612,8.438,3.351032276
7/31/2019,8:15:00,7/31/2019 8:15,0.1628,8.481,3.409529346
7/31/2019,8:30:00,7/31/2019 8:30,0.1625,8.527,3.398528051
7/31/2019,8:45:00,7/31/2019 8:45,0.1628,8.573,3.409529346
7/31/2019,9:00:00,7/31/2019 9:00,0.1615,8.626,3.361967365
7/31/2019,9:15:00,7/31/2019 9:15,0.1596,8.682,3.292970323
7/31/2019,9:30:00,7/31/2019 9:30,0.1626,8.746,3.402193453
7/31/2019,9:45:00,7/31/2019 9:45,0.1613,8.821,3.354675606
7/31/2019,10:00:00,7/31/2019 10:00,0.1626,8.893,3.402193453
7/31/2019,10:15:00,7/31/2019 10:15,0.1613,8.975,3.354675606
7/31/2019,10:30:00,7/31/2019 10:30,0.1629,9.045,3.413199836
7/31/2019,10:45:00,7/31/2019 10:45,0.1612,9.12,3.351032276
7/31/2019,11:00:00,7/31/2019 11:00,0.1619,9.197,3.376571267
7/31/2019,11:15:00,7/31/2019 11:15,0.1609,9.279,3.340112484
7/31/2019,11:30:00,7/31/2019 11:30,0.157,9.363,3.199550455
7/31/2019,11:45:00,7/31/2019 11:45,0.1539,9.436,3.089677156
7/31/2019,12:00:00,7/31/2019 12:00,0.1585,9.512,3.253305692
7/31/2019,12:15:00,7/31/2019 12:15,0.1526,9.583,3.044092506
7/31/2019,12:30:00,7/31/2019 12:30,0.1539,9.634,3.089677156
7/31/2019,12:45:00,7/31/2019 12:45,0.1523,9.694,3.033614299
7/31/2019,13:00:00,7/31/2019 13:00,0.1561,9.734,3.167482024
7/31/2019,13:15:00,7/31/2019 13:15,0.1554,9.767,3.142635845
7/31/2019,13:30:00,7/31/2019 13:30,0.1516,9.809,3.009225495
7/31/2019,13:45:00,7/31/2019 13:45,0.1488,9.826,2.912516861
7/31/2019,14:00:00,7/31/2019 14:00,0.1489,9.827,2.915947373
7/31/2019,14:15:00,7/31/2019 14:15,0.145,9.823,2.783444753
7/31/2019,14:30:00,7/31/2019 14:30,0.1504,9.811,2.967612904
7/31/2019,14:45:00,7/31/2019 14:45,0.1464,9.798,2.830705357
7/31/2019,15:00:00,7/31/2019 15:00,0.152,9.771,3.023151607
7/31/2019,15:15:00,7/31/2019 15:15,0.1482,9.759,2.891970207
7/31/2019,15:30:00,7/31/2019 15:30,0.1548,9.735,3.121406007
7/31/2019,15:45:00,7/31/2019 15:45,0.151,9.705,2.988388106
7/31/2019,16:00:00,7/31/2019 16:00,0.1532,9.657,3.065095431
7/31/2019,16:15:00,7/31/2019 16:15,0.1516,9.602,3.009225495
7/31/2019,16:30:00,7/31/2019 16:30,0.1554,9.539,3.142635845
7/31/2019,16:45:00,7/31/2019 16:45,0.1554,9.474,3.142635845
7/31/2019,17:00:00,7/31/2019 17:00,0.1525,9.406,3.040598047
7/31/2019,17:15:00,7/31/2019 17:15,0.1536,9.33,3.07913181
7/31/2019,17:30:00,7/31/2019 17:30,0.1482,9.256,2.891970207
7/31/2019,17:45:00,7/31/2019 17:45,0.1498,9.199,2.946899951
7/31/2019,18:00:00,7/31/2019 18:00,0.1474,9.15,2.864671865
7/31/2019,18:15:00,7/31/2019 18:15,0.1448,9.127,2.776721137
7/31/2019,18:30:00,7/31/2019 18:30,0.1497,9.099,2.943453848
7/31/2019,18:45:00,7/31/2019 18:45,0.1509,9.054,2.984921252
7/31/2019,19:00:00,7/31/2019 19:00,0.1527,9.01,3.047588688
7/31/2019,19:15:00,7/31/2019 19:15,0.1527,8.97,3.047588688
7/31/2019,19:30:00,7/31/2019 19:30,0.1539,8.926,3.089677156
7/31/2019,19:45:00,7/31/2019 19:45,0.1571,8.884,3.203122172
7/31/2019,20:00:00,7/31/2019 20:00,0.1539,8.838,3.089677156
7/31/2019,20:15:00,7/31/2019 20:15,0.1562,8.798,3.171038334
7/31/2019,20:30:00,7/31/2019 20:30,0.1537,8.756,3.082645205
7/31/2019,20:45:00,7/31/2019 20:45,0.1577,8.72,3.224588384
7/31/2019,21:00:00,7/31/2019 21:00,0.1545,8.686,3.110814262
7/31/2019,21:15:00,7/31/2019 21:15,0.1583,8.656,3.246116119
7/31/2019,21:30:00,7/31/2019 21:30,0.1548,8.627,3.121406007
7/31/2019,21:45:00,7/31/2019 21:45,0.1575,8.604,3.217426141
7/31/2019,22:00:00,7/31/2019 22:00,0.1556,8.579,3.149726181
7/31/2019,22:15:00,7/31/2019 22:15,0.1564,8.556,3.178156092
7/31/2019,22:30:00,7/31/2019 22:30,0.1571,8.539,3.203122172
7/31/2019,22:45:00,7/31/2019 22:45,0.1567,8.526,3.188845571
7/31/2019,23:00:00,7/31/2019 23:00,0.1569,8.511,3.195980449
7/31/2019,23:15:00,7/31/2019 23:15,0.1578,8.499,3.228172069
7/31/2019,23:30:00,7/31/2019 23:30,0.1554,8.488,3.142635845
7/31/2019,23:45:00,7/31/2019 23:45,0.1573,8.481,3.210270736
8/1/2019,0:00:00,8/1/2019 0:00,0.1557,8.472,3.153273922
8/1/2019,0:15:00,8/1/2019 0:15,0.1563,8.467,3.174596356
8/1/2019,0:30:00,8/1/2019 0:30,0.1575,8.461,3.217426141
8/1/2019,0:45:00,8/1/2019 0:45,0.1573,8.459,3.210270736
8/1/2019,1:00:00,8/1/2019 1:00,0.1616,8.457,3.365615793
8/1/2019,1:15:00,8/1/2019 1:15,0.1621,8.449,3.383883407
8/1/2019,1:30:00,8/1/2019 1:30,0.155,8.441,3.128475755
8/1/2019,1:45:00,8/1/2019 1:45,0.1552,8.432,3.135552369
8/1/2019,2:00:00,8/1/2019 2:00,0.1556,8.424,3.149726181
8/1/2019,2:15:00,8/1/2019 2:15,0.1562,8.418,3.171038334
8/1/2019,2:30:00,8/1/2019 2:30,0.1563,8.413,3.174596356
8/1/2019,2:45:00,8/1/2019 2:45,0.1572,8.409,3.206695599
8/1/2019,3:00:00,8/1/2019 3:00,0.1552,8.408,3.135552369
8/1/2019,3:15:00,8/1/2019 3:15,0.1559,8.404,3.160374545
8/1/2019,3:30:00,8/1/2019 3:30,0.1556,8.4,3.149726181
8/1/2019,3:45:00,8/1/2019 3:45,0.1569,8.398,3.195980449
8/1/2019,4:00:00,8/1/2019 4:00,0.1566,8.393,3.185280699
8/1/2019,4:15:00,8/1/2019 4:15,0.156,8.389,3.163927428
8/1/2019,4:30:00,8/1/2019 4:30,0.1546,8.386,3.114343127
8/1/2019,4:45:00,8/1/2019 4:45,0.1561,8.381,3.167482024
8/1/2019,5:00:00,8/1/2019 5:00,0.1545,8.378,3.110814262
8/1/2019,5:15:00,8/1/2019 5:15,0.1561,8.374,3.167482024
8/1/2019,5:30:00,8/1/2019 5:30,0.1535,8.371,3.075620134
8/1/2019,5:45:00,8/1/2019 5:45,0.1566,8.369,3.185280699
8/1/2019,6:00:00,8/1/2019 6:00,0.154,8.366,3.09319571
8/1/2019,6:15:00,8/1/2019 6:15,0.1563,8.362,3.174596356
8/1/2019,6:30:00,8/1/2019 6:30,0.1556,8.36,3.149726181
8/1/2019,6:45:00,8/1/2019 6:45,0.1563,8.363,3.174596356
8/1/2019,7:00:00,8/1/2019 7:00,0.156,8.37,3.163927428
8/1/2019,7:15:00,8/1/2019 7:15,0.1565,8.381,3.181717539
8/1/2019,7:30:00,8/1/2019 7:30,0.1585,8.396,3.253305692
8/1/2019,7:45:00,8/1/2019 7:45,0.1576,8.421,3.221006408
8/1/2019,8:00:00,8/1/2019 8:00,0.1558,8.457,3.156823376
8/1/2019,8:15:00,8/1/2019 8:15,0.1545,8.504,3.110814262
8/1/2019,8:30:00,8/1/2019 8:30,0.1551,8.554,3.132013204
8/1/2019,8:45:00,8/1/2019 8:45,0.1548,8.603,3.121406007
8/1/2019,9:00:00,8/1/2019 9:00,0.1535,8.657,3.075620134
8/1/2019,9:15:00,8/1/2019 9:15,0.1544,8.714,3.107287115
8/1/2019,9:30:00,8/1/2019 9:30,0.1556,8.779,3.149726181
8/1/2019,9:45:00,8/1/2019 9:45,0.1536,8.853,3.07913181
8/1/2019,10:00:00,8/1/2019 10:00,0.155,8.932,3.128475755
8/1/2019,10:15:00,8/1/2019 10:15,0.1533,9.016,3.068601944
8/1/2019,10:30:00,8/1/2019 10:30,0.1547,9.098,3.117873708
8/1/2019,10:45:00,8/1/2019 10:45,0.1538,9.173,3.086160321
8/1/2019,11:00:00,8/1/2019 11:00,0.1545,9.259,3.110814262
8/1/2019,11:15:00,8/1/2019 11:15,0.1542,9.34,3.100237976
8/1/2019,11:30:00,8/1/2019 11:30,0.1545,9.421,3.110814262
8/1/2019,11:45:00,8/1/2019 11:45,0.1534,9.482,3.072110179
8/1/2019,12:00:00,8/1/2019 12:00,0.1545,9.562,3.110814262
8/1/2019,12:15:00,8/1/2019 12:15,0.1521,9.626,3.026637447
8/1/2019,12:30:00,8/1/2019 12:30,0.1538,9.677,3.086160321
8/1/2019,12:45:00,8/1/2019 12:45,0.1502,9.73,2.960701667
8/1/2019,13:00:00,8/1/2019 13:00,0.1531,9.77,3.061590639
8/1/2019,13:15:00,8/1/2019 13:15,0.1522,9.824,3.030125011
8/1/2019,13:30:00,8/1/2019 13:30,0.149,9.843,2.919379618
8/1/2019,13:45:00,8/1/2019 13:45,0.1456,9.857,2.803657468
8/1/2019,14:00:00,8/1/2019 14:00,0.1491,9.867,2.922813597
8/1/2019,14:15:00,8/1/2019 14:15,0.1451,9.865,2.786809178
8/1/2019,14:30:00,8/1/2019 14:30,0.1504,9.843,2.967612904
8/1/2019,14:45:00,8/1/2019 14:45,0.1485,9.84,2.902235728
8/1/2019,15:00:00,8/1/2019 15:00,0.1483,9.843,2.895390313
8/1/2019,15:15:00,8/1/2019 15:15,0.1449,9.825,2.780082073
