Date,Time,LEVEL,TEMPERATURE
3/27/2021,9:00:00,0.1509,8.308
3/27/2021,9:15:00,0.1516,8.394
3/27/2021,9:30:00,0.1534,8.475
3/27/2021,9:45:00,0.1546,8.559
3/27/2021,10:00:00,0.1565,8.657
3/27/2021,10:15:00,0.1565,8.748
3/27/2021,10:30:00,0.1628,8.848
3/27/2021,10:45:00,0.1613,8.943
3/27/2021,11:00:00,0.1681,9.035
3/27/2021,11:15:00,0.1662,9.133
3/27/2021,11:30:00,0.1711,9.229
3/27/2021,11:45:00,0.1684,9.329
3/27/2021,12:00:00,0.1725,9.421
3/27/2021,12:15:00,0.1697,9.498
3/27/2021,12:30:00,0.173,9.572
3/27/2021,12:45:00,0.1703,9.643
3/27/2021,13:00:00,0.1719,9.7
3/27/2021,13:15:00,0.1694,9.732
3/27/2021,13:30:00,0.1758,9.766
3/27/2021,13:45:00,0.1718,9.781
3/27/2021,14:00:00,0.1742,9.797
3/27/2021,14:15:00,0.1735,9.777
3/27/2021,14:30:00,0.1722,9.74
3/27/2021,14:45:00,0.169,9.702
3/27/2021,15:00:00,0.1733,9.667
3/27/2021,15:15:00,0.1695,9.607
3/27/2021,15:30:00,0.1741,9.551
3/27/2021,15:45:00,0.1713,9.492
3/27/2021,16:00:00,0.1729,9.446
3/27/2021,16:15:00,0.1689,9.395
3/27/2021,16:30:00,0.1743,9.347
3/27/2021,16:45:00,0.1746,9.273
3/27/2021,17:00:00,0.167,9.208
3/27/2021,17:15:00,0.163,9.138
3/27/2021,17:30:00,0.1697,9.056
3/27/2021,17:45:00,0.1692,8.986
3/27/2021,18:00:00,0.1646,8.924
3/27/2021,18:15:00,0.1637,8.864
3/27/2021,18:30:00,0.1616,8.812
3/27/2021,18:45:00,0.1618,8.762
3/27/2021,19:00:00,0.1596,8.716
3/27/2021,19:15:00,0.1608,8.678
3/27/2021,19:30:00,0.1563,8.639
3/27/2021,19:45:00,0.1585,8.602
3/27/2021,20:00:00,0.1536,8.565
3/27/2021,20:15:00,0.1546,8.532
3/27/2021,20:30:00,0.1522,8.497
3/27/2021,20:45:00,0.1537,8.468
3/27/2021,21:00:00,0.1542,8.449
3/27/2021,21:15:00,0.1547,8.431
3/27/2021,21:30:00,0.153,8.42
3/27/2021,21:45:00,0.1536,8.41
3/27/2021,22:00:00,0.153,8.396
3/27/2021,22:15:00,0.1545,8.382
3/27/2021,22:30:00,0.1512,8.375
3/27/2021,22:45:00,0.1524,8.363
3/27/2021,23:00:00,0.1509,8.348
3/27/2021,23:15:00,0.1504,8.332
3/27/2021,23:30:00,0.1505,8.315
3/27/2021,23:45:00,0.1494,8.305
3/28/2021,0:00:00,0.1529,8.293
3/28/2021,0:15:00,0.152,8.288
3/28/2021,0:30:00,0.1534,8.276
3/28/2021,0:45:00,0.1519,8.271
3/28/2021,1:00:00,0.1535,8.273
3/28/2021,1:15:00,0.1522,8.277
3/28/2021,1:30:00,0.1521,8.276
3/28/2021,1:45:00,0.1524,8.268
3/28/2021,2:00:00,0.1534,8.26
3/28/2021,2:15:00,0.1526,8.255
3/28/2021,2:30:00,0.1522,8.244
3/28/2021,2:45:00,0.1504,8.231
3/28/2021,3:00:00,0.154,8.22
3/28/2021,3:15:00,0.1535,8.213
3/28/2021,3:30:00,0.1538,8.203
3/28/2021,3:45:00,0.1513,8.193
3/28/2021,4:00:00,0.1521,8.189
3/28/2021,4:15:00,0.1507,8.181
3/28/2021,4:30:00,0.1525,8.18
3/28/2021,4:45:00,0.1525,8.174
3/28/2021,5:00:00,0.1516,8.165
3/28/2021,5:15:00,0.151,8.164
3/28/2021,5:30:00,0.1483,8.16
3/28/2021,5:45:00,0.1484,8.161
3/28/2021,6:00:00,0.1464,8.155
3/28/2021,6:15:00,0.1479,8.145
3/28/2021,6:30:00,0.1458,8.14
3/28/2021,6:45:00,0.1446,8.13
3/28/2021,7:00:00,0.1483,8.133
3/28/2021,7:15:00,0.1488,8.133
3/28/2021,7:30:00,0.1475,8.136
3/28/2021,7:45:00,0.1475,8.152
3/28/2021,8:00:00,0.1499,8.174
3/28/2021,8:15:00,0.1511,8.224
3/28/2021,8:30:00,0.1528,8.281
3/28/2021,8:45:00,0.1518,8.358
3/28/2021,9:00:00,0.1584,8.445
3/28/2021,9:15:00,0.158,8.533
3/28/2021,9:30:00,0.1626,8.621
3/28/2021,9:45:00,0.1626,8.71
3/28/2021,10:00:00,0.1647,8.801
3/28/2021,10:15:00,0.1615,8.895
3/28/2021,10:30:00,0.1699,8.99
3/28/2021,10:45:00,0.1671,9.079
3/28/2021,11:00:00,0.1739,9.162
3/28/2021,11:15:00,0.1712,9.252
3/28/2021,11:30:00,0.174,9.348
3/28/2021,11:45:00,0.1689,9.445
3/28/2021,12:00:00,0.1761,9.532
3/28/2021,12:15:00,0.1725,9.605
3/28/2021,12:30:00,0.178,9.67
3/28/2021,12:45:00,0.1726,9.749
3/28/2021,13:00:00,0.1761,9.812
3/28/2021,13:15:00,0.1693,9.838
3/28/2021,13:30:00,0.1779,9.859
3/28/2021,13:45:00,0.1746,9.861
3/28/2021,14:00:00,0.1787,9.861
3/28/2021,14:15:00,0.1745,9.846
3/28/2021,14:30:00,0.1769,9.798
3/28/2021,14:45:00,0.172,9.747
3/28/2021,15:00:00,0.1731,9.707
3/28/2021,15:15:00,0.1712,9.649
3/28/2021,15:30:00,0.1678,9.592
3/28/2021,15:45:00,0.1647,9.523
3/28/2021,16:00:00,0.1693,9.466
3/28/2021,16:15:00,0.1687,9.415
3/28/2021,16:30:00,0.1723,9.364
3/28/2021,16:45:00,0.1748,9.289
3/28/2021,17:00:00,0.1677,9.224
3/28/2021,17:15:00,0.1643,9.15
3/28/2021,17:30:00,0.1672,9.067
3/28/2021,17:45:00,0.1675,8.992
3/28/2021,18:00:00,0.1606,8.926
3/28/2021,18:15:00,0.1628,8.858
3/28/2021,18:30:00,0.1612,8.797
3/28/2021,18:45:00,0.1618,8.746
3/28/2021,19:00:00,0.1622,8.708
3/28/2021,19:15:00,0.1632,8.685
3/28/2021,19:30:00,0.1644,8.661
3/28/2021,19:45:00,0.1655,8.632
3/28/2021,20:00:00,0.159,8.598
3/28/2021,20:15:00,0.1575,8.566
3/28/2021,20:30:00,0.1573,8.538
3/28/2021,20:45:00,0.1591,8.514
3/28/2021,21:00:00,0.157,8.499
3/28/2021,21:15:00,0.157,8.487
3/28/2021,21:30:00,0.159,8.481
3/28/2021,21:45:00,0.162,8.47
3/28/2021,22:00:00,0.1549,8.455
3/28/2021,22:15:00,0.1536,8.439
3/28/2021,22:30:00,0.1536,8.432
3/28/2021,22:45:00,0.1554,8.426
3/28/2021,23:00:00,0.1556,8.428
3/28/2021,23:15:00,0.1575,8.429
3/28/2021,23:30:00,0.1506,8.418
3/28/2021,23:45:00,0.1515,8.41
3/29/2021,0:00:00,0.1477,8.414
3/29/2021,0:15:00,0.1504,8.42
3/29/2021,0:30:00,0.1466,8.412
3/29/2021,0:45:00,0.1453,8.381
3/29/2021,1:00:00,0.1504,8.353
3/29/2021,1:15:00,0.1511,8.328
3/29/2021,1:30:00,0.1506,8.314
3/29/2021,1:45:00,0.1511,8.308
3/29/2021,2:00:00,0.1468,8.302
3/29/2021,2:15:00,0.1485,8.294
3/29/2021,2:30:00,0.1416,8.282
3/29/2021,2:45:00,0.1439,8.267
3/29/2021,3:00:00,0.1397,8.249
3/29/2021,3:15:00,0.144,8.223
3/29/2021,3:30:00,0.1328,8.191
3/29/2021,3:45:00,0.1353,8.164
3/29/2021,4:00:00,0.1285,8.141
3/29/2021,4:15:00,0.132,8.117
3/29/2021,4:30:00,0.1331,8.075
3/29/2021,4:45:00,0.1377,8.05
3/29/2021,5:00:00,0.1288,8.036
3/29/2021,5:15:00,0.1346,8.011
3/29/2021,5:30:00,0.1284,7.991
3/29/2021,5:45:00,0.1304,8.001
3/29/2021,6:00:00,0.135,8.008
3/29/2021,6:15:00,0.1407,7.99
3/29/2021,6:30:00,0.1313,7.947
3/29/2021,6:45:00,0.1294,7.916
3/29/2021,7:00:00,0.1344,7.91
3/29/2021,7:15:00,0.1388,7.913
3/29/2021,7:30:00,0.1353,7.925
3/29/2021,7:45:00,0.1369,7.931
3/29/2021,8:00:00,0.1398,7.95
3/29/2021,8:15:00,0.1418,7.985
3/29/2021,8:30:00,0.1442,8.04
3/29/2021,8:45:00,0.1421,8.103
3/29/2021,9:00:00,0.1514,8.163
3/29/2021,9:15:00,0.1524,8.223
3/29/2021,9:30:00,0.1512,8.288
3/29/2021,9:45:00,0.1494,8.363
3/29/2021,10:00:00,0.1552,8.46
3/29/2021,10:15:00,0.1528,8.537
3/29/2021,10:30:00,0.1633,8.649
3/29/2021,10:45:00,0.1596,8.754
3/29/2021,11:00:00,0.167,8.838
3/29/2021,11:15:00,0.162,8.929
3/29/2021,11:30:00,0.1712,9.017
3/29/2021,11:45:00,0.1664,9.098
3/29/2021,12:00:00,0.1699,9.181
3/29/2021,12:15:00,0.1654,9.248
3/29/2021,12:30:00,0.1671,9.315
3/29/2021,12:45:00,0.1635,9.398
3/29/2021,13:00:00,0.1668,9.444
3/29/2021,13:15:00,0.1652,9.465
3/29/2021,13:30:00,0.1677,9.478
3/29/2021,13:45:00,0.1647,9.495
3/29/2021,14:00:00,0.1663,9.489
3/29/2021,14:15:00,0.1641,9.466
3/29/2021,14:30:00,0.1679,9.44
3/29/2021,14:45:00,0.1651,9.393
3/29/2021,15:00:00,0.1689,9.336
3/29/2021,15:15:00,0.165,9.279
3/29/2021,15:30:00,0.1657,9.223
3/29/2021,15:45:00,0.1616,9.166
3/29/2021,16:00:00,0.1673,9.116
3/29/2021,16:15:00,0.166,9.077
3/29/2021,16:30:00,0.1647,9.028
3/29/2021,16:45:00,0.1642,8.961
3/29/2021,17:00:00,0.1582,8.9
3/29/2021,17:15:00,0.1571,8.831
3/29/2021,17:30:00,0.1602,8.749
3/29/2021,17:45:00,0.1623,8.667
3/29/2021,18:00:00,0.1527,8.593
3/29/2021,18:15:00,0.153,8.528
3/29/2021,18:30:00,0.1513,8.464
3/29/2021,18:45:00,0.1533,8.405
3/29/2021,19:00:00,0.1509,8.354
3/29/2021,19:15:00,0.1531,8.319
3/29/2021,19:30:00,0.1452,8.28
3/29/2021,19:45:00,0.1463,8.246
3/29/2021,20:00:00,0.1444,8.228
3/29/2021,20:15:00,0.1469,8.218
3/29/2021,20:30:00,0.1456,8.213
3/29/2021,20:45:00,0.1477,8.209
3/29/2021,21:00:00,0.1441,8.209
3/29/2021,21:15:00,0.1476,8.197
3/29/2021,21:30:00,0.1415,8.183
3/29/2021,21:45:00,0.1428,8.173
3/29/2021,22:00:00,0.1427,8.179
3/29/2021,22:15:00,0.1472,8.181
3/29/2021,22:30:00,0.1398,8.167
3/29/2021,22:45:00,0.1432,8.132
3/29/2021,23:00:00,0.1343,8.11
3/29/2021,23:15:00,0.1355,8.092
3/29/2021,23:30:00,0.1361,8.076
3/29/2021,23:45:00,0.1372,8.07
3/30/2021,0:00:00,0.1398,8.055
3/30/2021,0:15:00,0.1422,8.046
3/30/2021,0:30:00,0.1385,8.039
3/30/2021,0:45:00,0.1393,8.043
3/30/2021,1:00:00,0.1381,8.036
3/30/2021,1:15:00,0.14,8.025
3/30/2021,1:30:00,0.1388,8.015
3/30/2021,1:45:00,0.139,8.003
3/30/2021,2:00:00,0.138,7.99
3/30/2021,2:15:00,0.1381,7.98
3/30/2021,2:30:00,0.138,7.971
3/30/2021,2:45:00,0.1396,7.954
3/30/2021,3:00:00,0.1352,7.938
3/30/2021,3:15:00,0.1366,7.939
3/30/2021,3:30:00,0.1332,7.926
3/30/2021,3:45:00,0.1352,7.913
3/30/2021,4:00:00,0.1344,7.904
3/30/2021,4:15:00,0.135,7.899
3/30/2021,4:30:00,0.1359,7.889
3/30/2021,4:45:00,0.1385,7.884
3/30/2021,5:00:00,0.1361,7.874
3/30/2021,5:15:00,0.1368,7.863
3/30/2021,5:30:00,0.1335,7.857
3/30/2021,5:45:00,0.1352,7.852
3/30/2021,6:00:00,0.1335,7.844
3/30/2021,6:15:00,0.1357,7.834
3/30/2021,6:30:00,0.1323,7.836
3/30/2021,6:45:00,0.1335,7.832
3/30/2021,7:00:00,0.1331,7.842
3/30/2021,7:15:00,0.1333,7.843
3/30/2021,7:30:00,0.1366,7.843
3/30/2021,7:45:00,0.1398,7.849
3/30/2021,8:00:00,0.1376,7.879
3/30/2021,8:15:00,0.137,7.936
3/30/2021,8:30:00,0.1415,7.991
3/30/2021,8:45:00,0.1451,8.07
3/30/2021,9:00:00,0.146,8.147
3/30/2021,9:15:00,0.1469,8.223
3/30/2021,9:30:00,0.1464,8.296
3/30/2021,9:45:00,0.1482,8.376
3/30/2021,10:00:00,0.1498,8.473
3/30/2021,10:15:00,0.1493,8.573
3/30/2021,10:30:00,0.1574,8.671
3/30/2021,10:45:00,0.1577,8.774
3/30/2021,11:00:00,0.1588,8.867
3/30/2021,11:15:00,0.1563,8.959
3/30/2021,11:30:00,0.1621,9.053
3/30/2021,11:45:00,0.161,9.139
3/30/2021,12:00:00,0.1655,9.223
3/30/2021,12:15:00,0.1637,9.298
3/30/2021,12:30:00,0.1657,9.379
3/30/2021,12:45:00,0.1636,9.454
3/30/2021,13:00:00,0.1668,9.509
3/30/2021,13:15:00,0.1614,9.546
3/30/2021,13:30:00,0.1683,9.575
3/30/2021,13:45:00,0.1679,9.596
3/30/2021,14:00:00,0.1693,9.607
3/30/2021,14:15:00,0.1661,9.587
3/30/2021,14:30:00,0.1694,9.563
3/30/2021,14:45:00,0.1657,9.525
3/30/2021,15:00:00,0.1702,9.487
3/30/2021,15:15:00,0.1704,9.435
3/30/2021,15:30:00,0.1672,9.377
3/30/2021,15:45:00,0.1648,9.32
3/30/2021,16:00:00,0.1643,9.279
3/30/2021,16:15:00,0.1641,9.241
3/30/2021,16:30:00,0.1637,9.192
3/30/2021,16:45:00,0.1632,9.133
3/30/2021,17:00:00,0.1614,9.076
3/30/2021,17:15:00,0.1584,9
3/30/2021,17:30:00,0.1657,8.93
3/30/2021,17:45:00,0.1673,8.866
3/30/2021,18:00:00,0.1587,8.806
3/30/2021,18:15:00,0.1579,8.749
3/30/2021,18:30:00,0.1561,8.702
3/30/2021,18:45:00,0.1573,8.654
3/30/2021,19:00:00,0.1536,8.615
3/30/2021,19:15:00,0.1536,8.577
3/30/2021,19:30:00,0.1521,8.537
3/30/2021,19:45:00,0.1529,8.495
3/30/2021,20:00:00,0.1493,8.461
3/30/2021,20:15:00,0.1491,8.428
3/30/2021,20:30:00,0.145,8.391
3/30/2021,20:45:00,0.1497,8.368
3/30/2021,21:00:00,0.1389,8.34
3/30/2021,21:15:00,0.1409,8.326
3/30/2021,21:30:00,0.1395,8.314
3/30/2021,21:45:00,0.1406,8.309
3/30/2021,22:00:00,0.1422,8.302
3/30/2021,22:15:00,0.1447,8.292
3/30/2021,22:30:00,0.1419,8.281
3/30/2021,22:45:00,0.143,8.275
3/30/2021,23:00:00,0.143,8.275
3/30/2021,23:15:00,0.1455,8.259
3/30/2021,23:30:00,0.1404,8.239
3/30/2021,23:45:00,0.1403,8.214
3/31/2021,0:00:00,0.1399,8.194
3/31/2021,0:15:00,0.1415,8.177
3/31/2021,0:30:00,0.1409,8.167
3/31/2021,0:45:00,0.1403,8.153
3/31/2021,1:00:00,0.1403,8.145
3/31/2021,1:15:00,0.1414,8.138
3/31/2021,1:30:00,0.1422,8.133
3/31/2021,1:45:00,0.142,8.124
3/31/2021,2:00:00,0.1424,8.11
3/31/2021,2:15:00,0.1428,8.1
3/31/2021,2:30:00,0.1425,8.088
3/31/2021,2:45:00,0.1421,8.082
3/31/2021,3:00:00,0.1415,8.069
3/31/2021,3:15:00,0.1418,8.066
3/31/2021,3:30:00,0.1419,8.064
3/31/2021,3:45:00,0.1426,8.066
3/31/2021,4:00:00,0.1407,8.058
3/31/2021,4:15:00,0.1397,8.055
3/31/2021,4:30:00,0.1408,8.056
3/31/2021,4:45:00,0.1421,8.04
3/31/2021,5:00:00,0.1394,8.035
3/31/2021,5:15:00,0.1389,8.021
3/31/2021,5:30:00,0.1375,8.016
3/31/2021,5:45:00,0.1403,8.01
3/31/2021,6:00:00,0.1374,8.001
3/31/2021,6:15:00,0.1392,7.996
3/31/2021,6:30:00,0.1354,7.991
3/31/2021,6:45:00,0.1359,7.994
3/31/2021,7:00:00,0.1397,7.987
3/31/2021,7:15:00,0.1406,7.99
3/31/2021,7:30:00,0.1439,7.994
3/31/2021,7:45:00,0.1422,7.999
3/31/2021,8:00:00,0.1464,8.04
3/31/2021,8:15:00,0.1464,8.097
3/31/2021,8:30:00,0.1521,8.156
3/31/2021,8:45:00,0.1525,8.226
3/31/2021,9:00:00,0.1549,8.307
3/31/2021,9:15:00,0.1549,8.392
3/31/2021,9:30:00,0.1562,8.475
3/31/2021,9:45:00,0.1545,8.569
3/31/2021,10:00:00,0.161,8.676
3/31/2021,10:15:00,0.1608,8.774
3/31/2021,10:30:00,0.1646,8.878
3/31/2021,10:45:00,0.1623,8.969
3/31/2021,11:00:00,0.1666,9.064
3/31/2021,11:15:00,0.1634,9.159
3/31/2021,11:30:00,0.1708,9.252
3/31/2021,11:45:00,0.1685,9.341
3/31/2021,12:00:00,0.1711,9.424
3/31/2021,12:15:00,0.1684,9.508
3/31/2021,12:30:00,0.1713,9.579
3/31/2021,12:45:00,0.1645,9.651
3/31/2021,13:00:00,0.1767,9.714
3/31/2021,13:15:00,0.1708,9.751
3/31/2021,13:30:00,0.1782,9.781
3/31/2021,13:45:00,0.1725,9.794
3/31/2021,14:00:00,0.1759,9.803
3/31/2021,14:15:00,0.1721,9.792
3/31/2021,14:30:00,0.1722,9.766
3/31/2021,14:45:00,0.1685,9.728
3/31/2021,15:00:00,0.1739,9.679
3/31/2021,15:15:00,0.1675,9.627
3/31/2021,15:30:00,0.175,9.578
3/31/2021,15:45:00,0.1733,9.529
3/31/2021,16:00:00,0.1741,9.48
3/31/2021,16:15:00,0.1688,9.441
3/31/2021,16:30:00,0.1742,9.391
3/31/2021,16:45:00,0.1706,9.318
3/31/2021,17:00:00,0.1707,9.261
3/31/2021,17:15:00,0.1653,9.186
3/31/2021,17:30:00,0.1756,9.106
3/31/2021,17:45:00,0.1743,9.031
3/31/2021,18:00:00,0.168,8.964
3/31/2021,18:15:00,0.1651,8.903
3/31/2021,18:30:00,0.1648,8.841
3/31/2021,18:45:00,0.1627,8.786
3/31/2021,19:00:00,0.1656,8.738
3/31/2021,19:15:00,0.1647,8.7
3/31/2021,19:30:00,0.1634,8.668
3/31/2021,19:45:00,0.1624,8.63
3/31/2021,20:00:00,0.1609,8.593
3/31/2021,20:15:00,0.1604,8.56
3/31/2021,20:30:00,0.1603,8.529
3/31/2021,20:45:00,0.1603,8.5
3/31/2021,21:00:00,0.1601,8.477
3/31/2021,21:15:00,0.1629,8.461
3/31/2021,21:30:00,0.1566,8.446
3/31/2021,21:45:00,0.1557,8.434
3/31/2021,22:00:00,0.1577,8.423
3/31/2021,22:15:00,0.159,8.416
3/31/2021,22:30:00,0.1613,8.404
3/31/2021,22:45:00,0.1614,8.395
3/31/2021,23:00:00,0.162,8.383
3/31/2021,23:15:00,0.1608,8.37
3/31/2021,23:30:00,0.1618,8.36
3/31/2021,23:45:00,0.1588,8.348
4/1/2021,0:00:00,0.1609,8.344
4/1/2021,0:15:00,0.1598,8.341
4/1/2021,0:30:00,0.1588,8.334
4/1/2021,0:45:00,0.1588,8.328
4/1/2021,1:00:00,0.158,8.315
4/1/2021,1:15:00,0.1566,8.308
4/1/2021,1:30:00,0.1597,8.301
4/1/2021,1:45:00,0.1601,8.292
4/1/2021,2:00:00,0.1565,8.284
4/1/2021,2:15:00,0.1544,8.278
4/1/2021,2:30:00,0.1594,8.267
4/1/2021,2:45:00,0.1586,8.264
4/1/2021,3:00:00,0.1589,8.255
4/1/2021,3:15:00,0.1581,8.245
4/1/2021,3:30:00,0.1583,8.243
4/1/2021,3:45:00,0.1549,8.235
4/1/2021,4:00:00,0.1577,8.226
4/1/2021,4:15:00,0.1593,8.222
4/1/2021,4:30:00,0.1554,8.221
4/1/2021,4:45:00,0.1553,8.22
4/1/2021,5:00:00,0.1525,8.217
4/1/2021,5:15:00,0.1482,8.214
4/1/2021,5:30:00,0.1587,8.218
4/1/2021,5:45:00,0.1624,8.218
4/1/2021,6:00:00,0.1529,8.211
4/1/2021,6:15:00,0.1514,8.212
4/1/2021,6:30:00,0.1501,8.208
4/1/2021,6:45:00,0.1483,8.206
4/1/2021,7:00:00,0.1518,8.203
4/1/2021,7:15:00,0.1501,8.202
4/1/2021,7:30:00,0.1594,8.195
4/1/2021,7:45:00,0.1584,8.2
4/1/2021,8:00:00,0.1618,8.227
4/1/2021,8:15:00,0.1599,8.274
4/1/2021,8:30:00,0.1611,8.331
4/1/2021,8:45:00,0.1597,8.412
4/1/2021,9:00:00,0.1633,8.503
4/1/2021,9:15:00,0.1618,8.594
4/1/2021,9:30:00,0.1641,8.676
4/1/2021,9:45:00,0.1624,8.766
4/1/2021,10:00:00,0.1653,8.864
4/1/2021,10:15:00,0.1652,8.968
4/1/2021,10:30:00,0.167,9.068
4/1/2021,10:45:00,0.166,9.172
4/1/2021,11:00:00,0.1703,9.262
4/1/2021,11:15:00,0.1681,9.367
4/1/2021,11:30:00,0.1736,9.474
4/1/2021,11:45:00,0.1717,9.571
4/1/2021,12:00:00,0.1727,9.649
4/1/2021,12:15:00,0.1712,9.72
4/1/2021,12:30:00,0.1724,9.794
4/1/2021,12:45:00,0.1704,9.859
4/1/2021,13:00:00,0.1721,9.902
4/1/2021,13:15:00,0.1682,9.938
4/1/2021,13:30:00,0.1743,9.976
4/1/2021,13:45:00,0.1703,9.957
4/1/2021,14:00:00,0.1699,9.962
4/1/2021,14:15:00,0.1652,9.949
4/1/2021,14:30:00,0.17,9.913
4/1/2021,14:45:00,0.1674,9.865
4/1/2021,15:00:00,0.1682,9.81
4/1/2021,15:15:00,0.1635,9.757
4/1/2021,15:30:00,0.1683,9.681
4/1/2021,15:45:00,0.1654,9.621
4/1/2021,16:00:00,0.1659,9.578
4/1/2021,16:15:00,0.1618,9.536
4/1/2021,16:30:00,0.1647,9.476
4/1/2021,16:45:00,0.1656,9.406
4/1/2021,17:00:00,0.1601,9.341
4/1/2021,17:15:00,0.1562,9.255
4/1/2021,17:30:00,0.1613,9.176
4/1/2021,17:45:00,0.161,9.099
4/1/2021,18:00:00,0.1554,9.025
4/1/2021,18:15:00,0.1559,8.961
4/1/2021,18:30:00,0.1522,8.899
4/1/2021,18:45:00,0.1531,8.837
4/1/2021,19:00:00,0.1501,8.789
4/1/2021,19:15:00,0.1531,8.749
4/1/2021,19:30:00,0.1438,8.711
4/1/2021,19:45:00,0.147,8.678
4/1/2021,20:00:00,0.1407,8.646
4/1/2021,20:15:00,0.1439,8.617
4/1/2021,20:30:00,0.1401,8.599
4/1/2021,20:45:00,0.1431,8.579
4/1/2021,21:00:00,0.1396,8.559
4/1/2021,21:15:00,0.1413,8.54
4/1/2021,21:30:00,0.1428,8.515
4/1/2021,21:45:00,0.1444,8.494
4/1/2021,22:00:00,0.1431,8.478
4/1/2021,22:15:00,0.1432,8.457
4/1/2021,22:30:00,0.1452,8.439
4/1/2021,22:45:00,0.1465,8.427
4/1/2021,23:00:00,0.1441,8.415
4/1/2021,23:15:00,0.1452,8.405
4/1/2021,23:30:00,0.144,8.398
4/1/2021,23:45:00,0.1458,8.388
4/2/2021,0:00:00,0.1452,8.378
4/2/2021,0:15:00,0.1473,8.369
4/2/2021,0:30:00,0.1437,8.358
4/2/2021,0:45:00,0.1436,8.349
4/2/2021,1:00:00,0.1435,8.34
4/2/2021,1:15:00,0.1433,8.334
4/2/2021,1:30:00,0.1452,8.327
4/2/2021,1:45:00,0.1449,8.326
4/2/2021,2:00:00,0.1479,8.324
4/2/2021,2:15:00,0.1486,8.314
4/2/2021,2:30:00,0.1446,8.309
4/2/2021,2:45:00,0.1451,8.302
4/2/2021,3:00:00,0.1433,8.297
4/2/2021,3:15:00,0.1447,8.288
4/2/2021,3:30:00,0.1408,8.277
4/2/2021,3:45:00,0.1403,8.269
4/2/2021,4:00:00,0.1414,8.262
4/2/2021,4:15:00,0.142,8.255
4/2/2021,4:30:00,0.1418,8.242
4/2/2021,4:45:00,0.1433,8.236
4/2/2021,5:00:00,0.1392,8.232
4/2/2021,5:15:00,0.1399,8.228
4/2/2021,5:30:00,0.1371,8.223
4/2/2021,5:45:00,0.1393,8.217
4/2/2021,6:00:00,0.1372,8.205
4/2/2021,6:15:00,0.1398,8.192
4/2/2021,6:30:00,0.1358,8.182
4/2/2021,6:45:00,0.1366,8.179
4/2/2021,7:00:00,0.136,8.173
4/2/2021,7:15:00,0.137,8.172
4/2/2021,7:30:00,0.1402,8.176
4/2/2021,7:45:00,0.1415,8.197
4/2/2021,8:00:00,0.1433,8.229
4/2/2021,8:15:00,0.1441,8.288
4/2/2021,8:30:00,0.1471,8.373
4/2/2021,8:45:00,0.1481,8.454
4/2/2021,9:00:00,0.15,8.529
4/2/2021,9:15:00,0.1511,8.613
4/2/2021,9:30:00,0.1523,8.69
4/2/2021,9:45:00,0.1526,8.777
4/2/2021,10:00:00,0.1553,8.872
4/2/2021,10:15:00,0.1569,8.968
4/2/2021,10:30:00,0.1561,9.082
4/2/2021,10:45:00,0.1561,9.186
4/2/2021,11:00:00,0.1616,9.289
4/2/2021,11:15:00,0.1624,9.363
4/2/2021,11:30:00,0.1664,9.432
4/2/2021,11:45:00,0.165,9.505
4/2/2021,12:00:00,0.166,9.557
4/2/2021,12:15:00,0.1647,9.62
4/2/2021,12:30:00,0.1645,9.688
4/2/2021,12:45:00,0.1635,9.678
4/2/2021,13:00:00,0.1643,9.676
4/2/2021,13:15:00,0.1631,9.689
4/2/2021,13:30:00,0.163,9.649
4/2/2021,13:45:00,0.1607,9.549
4/2/2021,14:00:00,0.1631,9.487
4/2/2021,14:15:00,0.1624,9.551
4/2/2021,14:30:00,0.1634,9.613
4/2/2021,14:45:00,0.1614,9.628
4/2/2021,15:00:00,0.1644,9.591
4/2/2021,15:15:00,0.1612,9.54
4/2/2021,15:30:00,0.1643,9.545
4/2/2021,15:45:00,0.1623,9.525
4/2/2021,16:00:00,0.1622,9.518
4/2/2021,16:15:00,0.1613,9.425
4/2/2021,16:30:00,0.1626,9.328
4/2/2021,16:45:00,0.1618,9.291
4/2/2021,17:00:00,0.1601,9.246
4/2/2021,17:15:00,0.1567,9.171
4/2/2021,17:30:00,0.1606,9.111
4/2/2021,17:45:00,0.1614,9.051
4/2/2021,18:00:00,0.1545,8.987
4/2/2021,18:15:00,0.1538,8.923
4/2/2021,18:30:00,0.1524,8.883
4/2/2021,18:45:00,0.1534,8.826
4/2/2021,19:00:00,0.15,8.777
4/2/2021,19:15:00,0.1515,8.725
4/2/2021,19:30:00,0.1439,8.676
4/2/2021,19:45:00,0.1468,8.637
4/2/2021,20:00:00,0.1416,8.602
4/2/2021,20:15:00,0.1463,8.576
4/2/2021,20:30:00,0.1402,8.566
4/2/2021,20:45:00,0.1425,8.55
4/2/2021,21:00:00,0.1403,8.539
4/2/2021,21:15:00,0.1439,8.526
4/2/2021,21:30:00,0.1407,8.525
4/2/2021,21:45:00,0.143,8.527
4/2/2021,22:00:00,0.1422,8.525
4/2/2021,22:15:00,0.1447,8.517
4/2/2021,22:30:00,0.1421,8.51
4/2/2021,22:45:00,0.1418,8.498
4/2/2021,23:00:00,0.1443,8.482
4/2/2021,23:15:00,0.1458,8.469
4/2/2021,23:30:00,0.1459,8.461
4/2/2021,23:45:00,0.1477,8.448
4/3/2021,0:00:00,0.1428,8.432
4/3/2021,0:15:00,0.1437,8.418
