Date,Time,EVN_level_m,Baro_level_m,EVN_compensated_m,EVN_temp_C
11/7/2020,10:00:00 PM,9.3546,9.04951,0.30509,8.428
11/7/2020,10:30:00 PM,9.3544,9.05043,0.30397,8.415
11/7/2020,11:00:00 PM,9.3523,9.04767,0.30463,8.398
11/7/2020,11:30:00 PM,9.3512,9.0459,0.3053,8.385
11/8/2020,12:00:00 AM,9.3504,9.04543,0.30497,8.379
11/8/2020,12:30:00 AM,9.3481,9.04437,0.30373,8.367
11/8/2020,1:00:00 AM,9.3502,9.0456,0.3046,8.353
11/8/2020,1:30:00 AM,9.3504,9.04878,0.30162,8.335
11/8/2020,2:00:00 AM,9.3497,9.04943,0.30027,8.282
11/8/2020,2:30:00 AM,9.3495,9.04879,0.30071,8.277
11/8/2020,3:00:00 AM,9.353,9.05685,0.29615,8.223
11/8/2020,3:30:00 AM,9.3535,9.05815,0.29535,8.18
11/8/2020,4:00:00 AM,9.353,9.05573,0.29727,8.165
11/8/2020,4:30:00 AM,9.3563,9.06143,0.29487,8.244
11/8/2020,5:00:00 AM,9.3575,9.06104,0.29646,8.231
11/8/2020,5:30:00 AM,9.3586,9.06205,0.29655,8.247
11/8/2020,6:00:00 AM,9.3626,9.06924,0.29336,8.253
11/8/2020,6:30:00 AM,9.3612,9.06941,0.29179,8.208
11/8/2020,7:00:00 AM,9.3639,9.07116,0.29274,8.167
11/8/2020,7:30:00 AM,9.3638,9.06972,0.29408,8.164
11/8/2020,8:00:00 AM,9.3672,9.07506,0.29214,8.156
11/8/2020,8:30:00 AM,9.371,9.07882,0.29218,8.157
11/8/2020,9:00:00 AM,9.3755,9.07994,0.29556,8.189
11/8/2020,9:30:00 AM,9.378,9.08264,0.29536,8.251
11/8/2020,10:00:00 AM,9.3805,9.08376,0.29674,8.29
11/8/2020,10:30:00 AM,9.3829,9.08486,0.29804,8.295
11/8/2020,11:00:00 AM,9.3863,9.0887,0.2976,8.325
11/8/2020,11:30:00 AM,9.3895,9.09141,0.29809,8.375
11/8/2020,12:00:00 PM,9.3916,9.09345,0.29815,8.449
11/8/2020,12:30:00 PM,9.3955,9.09537,0.30013,8.536
11/8/2020,1:00:00 PM,9.3958,9.09416,0.30164,8.573
11/8/2020,1:30:00 PM,9.3982,9.09502,0.30318,8.661
11/8/2020,2:00:00 PM,9.3978,9.0939,0.3039,8.656
11/8/2020,2:30:00 PM,9.3988,9.09548,0.30332,8.634
11/8/2020,3:00:00 PM,9.4004,9.10158,0.29882,8.599
11/8/2020,3:30:00 PM,9.4013,9.1037,0.2976,8.51
11/8/2020,4:00:00 PM,9.4048,9.10872,0.29608,8.535
11/8/2020,4:30:00 PM,9.408,9.11178,0.29622,8.445
11/8/2020,5:00:00 PM,9.4127,9.11783,0.29487,8.435
11/8/2020,5:30:00 PM,9.4155,9.1207,0.2948,8.355
11/8/2020,6:00:00 PM,9.4203,9.12676,0.29354,8.299
11/8/2020,6:30:00 PM,9.4255,9.13245,0.29305,8.263
11/8/2020,7:00:00 PM,9.429,9.13343,0.29557,8.242
11/8/2020,7:30:00 PM,9.4333,9.13854,0.29476,8.225
11/8/2020,8:00:00 PM,9.4375,9.14335,0.29415,8.204
11/8/2020,8:30:00 PM,9.4415,9.14742,0.29408,8.18
11/8/2020,9:00:00 PM,9.446,9.1521,0.2939,8.171
11/8/2020,9:30:00 PM,9.4488,9.1545,0.2943,8.147
11/8/2020,10:00:00 PM,9.4537,9.15996,0.29374,8.151
11/8/2020,10:30:00 PM,9.4573,9.1638,0.2935,8.153
11/8/2020,11:00:00 PM,9.4595,9.16433,0.29517,8.147
11/8/2020,11:30:00 PM,9.4614,9.16565,0.29575,8.136
11/9/2020,12:00:00 AM,9.4644,9.16966,0.29474,8.132
11/9/2020,12:30:00 AM,9.4672,9.17224,0.29496,8.116
11/9/2020,1:00:00 AM,9.4688,9.17465,0.29415,8.086
11/9/2020,1:30:00 AM,9.4704,9.17714,0.29326,8.052
11/9/2020,2:00:00 AM,9.4728,9.17793,0.29487,8.044
11/9/2020,2:30:00 AM,9.4736,9.17895,0.29465,8.041
11/9/2020,3:00:00 AM,9.4753,9.18271,0.29259,8.035
11/9/2020,3:30:00 AM,9.4756,9.18069,0.29491,8.048
11/9/2020,4:00:00 AM,9.4775,9.18284,0.29466,8.04
11/9/2020,4:30:00 AM,9.4779,9.18509,0.29281,8.014
11/9/2020,5:00:00 AM,9.4796,9.18667,0.29293,7.983
11/9/2020,5:30:00 AM,9.4812,9.18959,0.29161,7.962
11/9/2020,6:00:00 AM,9.4827,9.19151,0.29119,7.949
11/9/2020,6:30:00 AM,9.4847,9.19366,0.29104,7.935
11/9/2020,7:00:00 AM,9.4873,9.19523,0.29207,7.935
11/9/2020,7:30:00 AM,9.49,9.19942,0.29058,7.911
11/9/2020,8:00:00 AM,9.4934,9.20356,0.28984,7.892
11/9/2020,8:30:00 AM,9.4952,9.20563,0.28957,7.879
11/9/2020,9:00:00 AM,9.5012,9.20931,0.29189,7.913
11/9/2020,9:30:00 AM,9.5065,9.21191,0.29459,7.983
11/9/2020,10:00:00 AM,9.5104,9.21376,0.29664,8.078
11/9/2020,10:30:00 AM,9.5139,9.21446,0.29944,8.193
11/9/2020,11:00:00 AM,9.5174,9.21719,0.30021,8.303
11/9/2020,11:30:00 AM,9.519,9.21689,0.30211,8.383
11/9/2020,12:00:00 PM,9.52,9.21572,0.30428,8.452
11/9/2020,12:30:00 PM,9.5173,9.21026,0.30704,8.496
11/9/2020,1:00:00 PM,9.5137,9.20426,0.30944,8.554
11/9/2020,1:30:00 PM,9.5151,9.20557,0.30953,8.575
11/9/2020,2:00:00 PM,9.5158,9.20543,0.31037,8.628
11/9/2020,2:30:00 PM,9.5156,9.20632,0.30928,8.636
11/9/2020,3:00:00 PM,9.5155,9.20513,0.31037,8.631
11/9/2020,3:30:00 PM,9.5147,9.20383,0.31087,8.637
11/9/2020,4:00:00 PM,9.5146,9.20324,0.31136,8.65
11/9/2020,4:30:00 PM,9.5153,9.20689,0.30841,8.614
11/9/2020,5:00:00 PM,9.5168,9.21155,0.30525,8.581
11/9/2020,5:30:00 PM,9.5164,9.21077,0.30563,8.547
11/9/2020,6:00:00 PM,9.516,9.2114,0.3046,8.511
11/9/2020,6:30:00 PM,9.5159,9.21316,0.30274,8.461
11/9/2020,7:00:00 PM,9.5155,9.21679,0.29871,8.382
11/9/2020,7:30:00 PM,9.5148,9.21704,0.29776,8.304
11/9/2020,8:00:00 PM,9.5171,9.2181,0.299,8.303
11/9/2020,8:30:00 PM,9.5177,9.21827,0.29943,8.327
11/9/2020,9:00:00 PM,9.519,9.21977,0.29923,8.33
11/9/2020,9:30:00 PM,9.5192,9.21895,0.30025,8.324
11/9/2020,10:00:00 PM,9.5179,9.21757,0.30033,8.301
11/9/2020,10:30:00 PM,9.5193,9.21954,0.29976,8.277
11/9/2020,11:00:00 PM,9.5214,9.22141,0.29999,8.299
11/9/2020,11:30:00 PM,9.5229,9.22183,0.30107,8.331
11/10/2020,12:00:00 AM,9.5226,9.22103,0.30157,8.357
11/10/2020,12:30:00 AM,9.5215,9.2171,0.3044,8.38
11/10/2020,1:00:00 AM,9.5202,9.21689,0.30331,8.392
11/10/2020,1:30:00 AM,9.5199,9.21545,0.30445,8.406
11/10/2020,2:00:00 AM,9.5206,9.2176,0.303,8.412
11/10/2020,2:30:00 AM,9.5229,9.21715,0.30575,8.416
11/10/2020,3:00:00 AM,9.5181,9.21273,0.30537,8.402
11/10/2020,3:30:00 AM,9.5192,9.21405,0.30515,8.413
11/10/2020,4:00:00 AM,9.5197,9.21483,0.30487,8.412
11/10/2020,4:30:00 AM,9.5174,9.21269,0.30471,8.411
11/10/2020,5:00:00 AM,9.5166,9.21163,0.30497,8.403
11/10/2020,5:30:00 AM,9.5142,9.20958,0.30462,8.387
11/10/2020,6:00:00 AM,9.5122,9.20743,0.30477,8.378
11/10/2020,6:30:00 AM,9.5155,9.2108,0.3047,8.379
11/10/2020,7:00:00 AM,9.5155,9.21153,0.30397,8.387
11/10/2020,7:30:00 AM,9.5142,9.20887,0.30533,8.391
11/10/2020,8:00:00 AM,9.5109,9.20544,0.30546,8.365
11/10/2020,8:30:00 AM,9.5124,9.20633,0.30607,8.372
11/10/2020,9:00:00 AM,9.5144,9.21163,0.30277,8.386
11/10/2020,9:30:00 AM,9.5151,9.21099,0.30411,8.384
11/10/2020,10:00:00 AM,9.515,9.21012,0.30488,8.393
11/10/2020,10:30:00 AM,9.5154,9.2084,0.307,8.453
11/10/2020,11:00:00 AM,9.5147,9.20538,0.30932,8.527
11/10/2020,11:30:00 AM,9.5151,9.20333,0.31177,8.619
11/10/2020,12:00:00 PM,9.514,9.20012,0.31388,8.719
11/10/2020,12:30:00 PM,9.5121,9.19679,0.31531,8.786
11/10/2020,1:00:00 PM,9.5068,9.19103,0.31577,8.861
11/10/2020,1:30:00 PM,9.5021,9.18402,0.31808,8.902
11/10/2020,2:00:00 PM,9.4975,9.1806,0.3169,8.915
11/10/2020,2:30:00 PM,9.4934,9.17673,0.31667,8.899
11/10/2020,3:00:00 PM,9.4903,9.17229,0.31801,8.897
11/10/2020,3:30:00 PM,9.4874,9.17084,0.31656,8.868
11/10/2020,4:00:00 PM,9.4868,9.17034,0.31646,8.8
11/10/2020,4:30:00 PM,9.4863,9.17035,0.31595,8.702
11/10/2020,5:00:00 PM,9.4852,9.17079,0.31441,8.643
11/10/2020,5:30:00 PM,9.4858,9.17219,0.31361,8.601
11/10/2020,6:00:00 PM,9.4867,9.17453,0.31217,8.547
11/10/2020,6:30:00 PM,9.4892,9.17724,0.31196,8.498
11/10/2020,7:00:00 PM,9.4889,9.1778,0.3111,8.479
11/10/2020,7:30:00 PM,9.4905,9.18109,0.30941,8.503
11/10/2020,8:00:00 PM,9.4906,9.18388,0.30672,8.485
11/10/2020,8:30:00 PM,9.4898,9.1823,0.3075,8.442
11/10/2020,9:00:00 PM,9.4898,9.18396,0.30584,8.409
11/10/2020,9:30:00 PM,9.4908,9.18486,0.30594,8.402
11/10/2020,10:00:00 PM,9.4895,9.18314,0.30636,8.411
11/10/2020,10:30:00 PM,9.4871,9.18111,0.30599,8.354
11/10/2020,11:00:00 PM,9.4855,9.18122,0.30428,8.327
11/10/2020,11:30:00 PM,9.485,9.18205,0.30295,8.285
11/11/2020,12:00:00 AM,9.4831,9.18001,0.30309,8.274
11/11/2020,12:30:00 AM,9.4835,9.17966,0.30384,8.288
11/11/2020,1:00:00 AM,9.4841,9.17954,0.30456,8.326
11/11/2020,1:30:00 AM,9.4842,9.17941,0.30479,8.357
11/11/2020,2:00:00 AM,9.4834,9.17749,0.30591,8.377
11/11/2020,2:30:00 AM,9.483,9.17617,0.30683,8.397
11/11/2020,3:00:00 AM,9.4835,9.17758,0.30592,8.411
11/11/2020,3:30:00 AM,9.4851,9.1799,0.3052,8.418
11/11/2020,4:00:00 AM,9.4856,9.1798,0.3058,8.423
11/11/2020,4:30:00 AM,9.4843,9.17809,0.30621,8.413
11/11/2020,5:00:00 AM,9.4829,9.17674,0.30616,8.414
11/11/2020,5:30:00 AM,9.4826,9.178,0.3046,8.407
11/11/2020,6:00:00 AM,9.4834,9.17904,0.30436,8.391
11/11/2020,6:30:00 AM,9.4834,9.17925,0.30415,8.384
11/11/2020,7:00:00 AM,9.4841,9.18194,0.30216,8.379
11/11/2020,7:30:00 AM,9.4842,9.18225,0.30195,8.369
11/11/2020,8:00:00 AM,9.4842,9.18248,0.30172,8.375
11/11/2020,8:30:00 AM,9.4855,9.18458,0.30092,8.368
11/11/2020,9:00:00 AM,9.4863,9.18482,0.30148,8.379
11/11/2020,9:30:00 AM,9.4893,9.18772,0.30158,8.386
11/11/2020,10:00:00 AM,9.4907,9.18855,0.30215,8.422
11/11/2020,10:30:00 AM,9.4934,9.18999,0.30341,8.522
11/11/2020,11:00:00 AM,9.4936,9.18755,0.30605,8.55
11/11/2020,11:30:00 AM,9.4941,9.18525,0.30885,8.648
11/11/2020,12:00:00 PM,9.4944,9.18361,0.31079,8.734
11/11/2020,12:30:00 PM,9.4939,9.18298,0.31092,8.799
11/11/2020,1:00:00 PM,9.4916,9.17888,0.31272,8.834
11/11/2020,1:30:00 PM,9.4899,9.1771,0.3128,8.84
11/11/2020,2:00:00 PM,9.4881,9.17335,0.31475,8.848
11/11/2020,2:30:00 PM,9.4858,9.17237,0.31343,8.842
11/11/2020,3:00:00 PM,9.4843,9.16931,0.31499,8.812
11/11/2020,3:30:00 PM,9.4827,9.17063,0.31207,8.774
11/11/2020,4:00:00 PM,9.4801,9.16671,0.31339,8.719
11/11/2020,4:30:00 PM,9.4782,9.16612,0.31208,8.652
11/11/2020,5:00:00 PM,9.4762,9.16401,0.31219,8.609
11/11/2020,5:30:00 PM,9.4749,9.1638,0.3111,8.568
11/11/2020,6:00:00 PM,9.4741,9.16449,0.30961,8.512
11/11/2020,6:30:00 PM,9.4742,9.16892,0.30528,8.447
11/11/2020,7:00:00 PM,9.473,9.16885,0.30415,8.395
11/11/2020,7:30:00 PM,9.4743,9.17177,0.30253,8.336
11/11/2020,8:00:00 PM,9.4741,9.17231,0.30179,8.297
11/11/2020,8:30:00 PM,9.4754,9.17659,0.29881,8.267
11/11/2020,9:00:00 PM,9.4763,9.17957,0.29673,8.24
11/11/2020,9:30:00 PM,9.476,9.1806,0.2954,8.225
11/11/2020,10:00:00 PM,9.4762,9.18037,0.29583,8.205
11/11/2020,10:30:00 PM,9.4766,9.17996,0.29664,8.192
11/11/2020,11:00:00 PM,9.4781,9.18385,0.29425,8.164
11/11/2020,11:30:00 PM,9.479,9.1849,0.2941,8.135
11/12/2020,12:00:00 AM,9.4791,9.18416,0.29494,8.137
11/12/2020,12:30:00 AM,9.4785,9.18369,0.29481,8.142
11/12/2020,1:00:00 AM,9.4771,9.18183,0.29527,8.119
11/12/2020,1:30:00 AM,9.4765,9.18127,0.29523,8.088
11/12/2020,2:00:00 AM,9.4758,9.17924,0.29656,8.066
11/12/2020,2:30:00 AM,9.4738,9.17864,0.29516,8.042
11/12/2020,3:00:00 AM,9.4737,9.17919,0.29451,8.019
11/12/2020,3:30:00 AM,9.4737,9.17883,0.29487,8.002
11/12/2020,4:00:00 AM,9.4737,9.1795,0.2942,7.979
11/12/2020,4:30:00 AM,9.4739,9.17918,0.29472,7.958
11/12/2020,5:00:00 AM,9.473,9.17997,0.29303,7.957
11/12/2020,5:30:00 AM,9.4727,9.17727,0.29543,7.949
11/12/2020,6:00:00 AM,9.4731,9.17919,0.29391,7.938
11/12/2020,6:30:00 AM,9.472,9.17675,0.29525,7.924
11/12/2020,7:00:00 AM,9.473,9.17959,0.29341,7.917
11/12/2020,7:30:00 AM,9.4721,9.17789,0.29421,7.92
11/12/2020,8:00:00 AM,9.4726,9.17768,0.29492,7.92
11/12/2020,8:30:00 AM,9.4732,9.17699,0.29621,7.926
11/12/2020,9:00:00 AM,9.4724,9.17434,0.29806,7.993
11/12/2020,9:30:00 AM,9.4785,9.18265,0.29585,8.062
11/12/2020,10:00:00 AM,9.4787,9.17945,0.29925,8.127
11/12/2020,10:30:00 AM,9.4798,9.17769,0.30211,8.238
11/12/2020,11:00:00 AM,9.4833,9.18072,0.30258,8.321
11/12/2020,11:30:00 AM,9.4827,9.17631,0.30639,8.405
11/12/2020,12:00:00 PM,9.4833,9.17489,0.30841,8.491
11/12/2020,12:30:00 PM,9.4801,9.16776,0.31234,8.581
11/12/2020,1:00:00 PM,9.4759,9.16484,0.31106,8.621
11/12/2020,1:30:00 PM,9.4707,9.15629,0.31441,8.651
11/12/2020,2:00:00 PM,9.4648,9.1511,0.3137,8.714
11/12/2020,2:30:00 PM,9.4561,9.14206,0.31404,8.727
11/12/2020,3:00:00 PM,9.4556,9.1413,0.3143,8.755
11/12/2020,3:30:00 PM,9.4572,9.14262,0.31458,8.772
11/12/2020,4:00:00 PM,9.4564,9.14108,0.31532,8.751
11/12/2020,4:30:00 PM,9.4546,9.13935,0.31525,8.668
11/12/2020,5:00:00 PM,9.4563,9.14207,0.31423,8.635
11/12/2020,5:30:00 PM,9.4539,9.13997,0.31393,8.602
11/12/2020,6:00:00 PM,9.453,9.14277,0.31023,8.54
11/12/2020,6:30:00 PM,9.4553,9.14382,0.31148,8.481
11/12/2020,7:00:00 PM,9.4522,9.14047,0.31173,8.467
11/12/2020,7:30:00 PM,9.4491,9.13776,0.31134,8.471
11/12/2020,8:00:00 PM,9.4496,9.13754,0.31206,8.474
11/12/2020,8:30:00 PM,9.4473,9.13571,0.31159,8.476
11/12/2020,9:00:00 PM,9.4496,9.13819,0.31141,8.478
11/12/2020,9:30:00 PM,9.4455,9.13567,0.30983,8.477
11/12/2020,10:00:00 PM,9.4445,9.13208,0.31242,8.467
11/12/2020,10:30:00 PM,9.4428,9.13371,0.30909,8.467
11/12/2020,11:00:00 PM,9.4445,9.13261,0.31189,8.468
11/12/2020,11:30:00 PM,9.4439,9.1323,0.3116,8.48
11/13/2020,12:00:00 AM,9.4432,9.13104,0.31216,8.493
11/13/2020,12:30:00 AM,9.4355,9.12384,0.31166,8.505
11/13/2020,1:00:00 AM,9.4362,9.12211,0.31409,8.508
11/13/2020,1:30:00 AM,9.4311,9.1175,0.3136,8.509
11/13/2020,2:00:00 AM,9.4218,9.10812,0.31368,8.516
11/13/2020,2:30:00 AM,9.4202,9.10815,0.31205,8.517
11/13/2020,3:00:00 AM,9.4208,9.10597,0.31483,8.505
11/13/2020,3:30:00 AM,9.4194,9.10381,0.31559,8.496
11/13/2020,4:00:00 AM,9.4122,9.09909,0.31311,8.494
11/13/2020,4:30:00 AM,9.4063,9.09248,0.31382,8.493
11/13/2020,5:00:00 AM,9.4043,9.08996,0.31434,8.489
11/13/2020,5:30:00 AM,9.4051,9.09281,0.31229,8.482
11/13/2020,6:00:00 AM,9.4043,9.09094,0.31336,8.47
11/13/2020,6:30:00 AM,9.4017,9.08914,0.31256,8.464
11/13/2020,7:00:00 AM,9.3974,9.08338,0.31402,8.464
11/13/2020,7:30:00 AM,9.3898,9.07759,0.31221,8.463
11/13/2020,8:00:00 AM,9.3871,9.07606,0.31104,8.477
11/13/2020,8:30:00 AM,9.3854,9.07369,0.31171,8.478
11/13/2020,9:00:00 AM,9.3846,9.07251,0.31209,8.49
11/13/2020,9:30:00 AM,9.3796,9.0674,0.3122,8.49
11/13/2020,10:00:00 AM,9.3792,9.0684,0.3108,8.511
11/13/2020,10:30:00 AM,9.3858,9.07492,0.31088,8.495
11/13/2020,11:00:00 AM,9.3921,9.08235,0.30975,8.46
11/13/2020,11:30:00 AM,9.3927,9.08464,0.30806,8.45
11/13/2020,12:00:00 PM,9.3928,9.08486,0.30794,8.446
11/13/2020,12:30:00 PM,9.3866,9.07628,0.31032,8.492
11/13/2020,1:00:00 PM,9.3833,9.06847,0.31483,8.641
11/13/2020,1:30:00 PM,9.3809,9.06703,0.31387,8.81
11/13/2020,2:00:00 PM,9.3815,9.0657,0.3158,8.862
11/13/2020,2:30:00 PM,9.3802,9.06667,0.31353,8.85
11/13/2020,3:00:00 PM,9.3861,9.07395,0.31215,8.796
11/13/2020,3:30:00 PM,9.3978,9.08445,0.31335,8.744
11/13/2020,4:00:00 PM,9.3992,9.08814,0.31106,8.76
11/13/2020,4:30:00 PM,9.4023,9.10139,0.30091,8.735
11/13/2020,5:00:00 PM,9.4127,9.1084,0.3043,8.674
11/13/2020,5:30:00 PM,9.4153,9.11378,0.30152,8.616
11/13/2020,6:00:00 PM,9.4204,9.12117,0.29923,8.575
11/13/2020,6:30:00 PM,9.4292,9.13368,0.29552,8.521
11/13/2020,7:00:00 PM,9.4349,9.138,0.2969,8.49
11/13/2020,7:30:00 PM,9.4416,9.1444,0.2972,8.449
11/13/2020,8:00:00 PM,9.4482,9.1513,0.2969,8.426
11/13/2020,8:30:00 PM,9.4532,9.15703,0.29617,8.395
11/13/2020,9:00:00 PM,9.4602,9.16607,0.29413,8.374
11/13/2020,9:30:00 PM,9.4659,9.16932,0.29658,8.363
11/13/2020,10:00:00 PM,9.4715,9.17391,0.29759,8.355
11/13/2020,10:30:00 PM,9.476,9.17916,0.29684,8.339
11/13/2020,11:00:00 PM,9.4812,9.18713,0.29407,8.316
11/13/2020,11:30:00 PM,9.4883,9.19283,0.29547,8.306
11/14/2020,12:00:00 AM,9.4927,9.19887,0.29383,8.3
11/14/2020,12:30:00 AM,9.5003,9.20387,0.29643,8.293
11/14/2020,1:00:00 AM,9.5036,9.20543,0.29817,8.29
11/14/2020,1:30:00 AM,9.5055,9.20878,0.29672,8.29
11/14/2020,2:00:00 AM,9.5077,9.21134,0.29636,8.278
11/14/2020,2:30:00 AM,9.5082,9.21015,0.29805,8.253
11/14/2020,3:00:00 AM,9.5071,9.21118,0.29592,8.228
11/14/2020,3:30:00 AM,9.513,9.21697,0.29603,8.228
11/14/2020,4:00:00 AM,9.5122,9.21403,0.29817,8.234
11/14/2020,4:30:00 AM,9.5128,9.21587,0.29693,8.215
11/14/2020,5:00:00 AM,9.5123,9.21521,0.29709,8.194
11/14/2020,5:30:00 AM,9.5137,9.21527,0.29843,8.178
11/14/2020,6:00:00 AM,9.5175,9.22284,0.29466,8.165
11/14/2020,6:30:00 AM,9.515,9.21594,0.29906,8.155
11/14/2020,7:00:00 AM,9.5138,9.21438,0.29942,8.152
11/14/2020,7:30:00 AM,9.5193,9.22167,0.29763,8.156
11/14/2020,8:00:00 AM,9.5201,9.22063,0.29947,8.182
11/14/2020,8:30:00 AM,9.5208,9.22235,0.29845,8.211
11/14/2020,9:00:00 AM,9.5238,9.2219,0.3019,8.268
11/14/2020,9:30:00 AM,9.5253,9.22251,0.30279,8.334
11/14/2020,10:00:00 AM,9.5265,9.22207,0.30443,8.421
11/14/2020,10:30:00 AM,9.5277,9.21959,0.30811,8.504
11/14/2020,11:00:00 AM,9.5296,9.2221,0.3075,8.586
11/14/2020,11:30:00 AM,9.5304,9.2231,0.3073,8.639
11/14/2020,12:00:00 PM,9.533,9.22486,0.30814,8.653
11/14/2020,12:30:00 PM,9.5299,9.22177,0.30813,8.687
11/14/2020,1:00:00 PM,9.5293,9.21967,0.30963,8.692
11/14/2020,1:30:00 PM,9.5257,9.21479,0.31091,8.685
11/14/2020,2:00:00 PM,9.5188,9.20629,0.31251,8.681
11/14/2020,2:30:00 PM,9.5146,9.19948,0.31512,8.682
11/14/2020,3:00:00 PM,9.5113,9.19685,0.31445,8.703
11/14/2020,3:30:00 PM,9.5102,9.19561,0.31459,8.689
11/14/2020,4:00:00 PM,9.5085,9.19549,0.31301,8.671
11/14/2020,4:30:00 PM,9.5087,9.19602,0.31268,8.65
11/14/2020,5:00:00 PM,9.5057,9.19162,0.31408,8.652
11/14/2020,5:30:00 PM,9.5044,9.19154,0.31286,8.636
11/14/2020,6:00:00 PM,9.4995,9.18373,0.31577,8.608
11/14/2020,6:30:00 PM,9.4973,9.18523,0.31207,8.578
11/14/2020,7:00:00 PM,9.4981,9.184,0.3141,8.562
11/14/2020,7:30:00 PM,9.4934,9.18076,0.31264,8.553
11/14/2020,8:00:00 PM,9.49,9.17705,0.31295,8.556
11/14/2020,8:30:00 PM,9.4889,9.17597,0.31293,8.563
11/14/2020,9:00:00 PM,9.4865,9.17284,0.31366,8.567
11/14/2020,9:30:00 PM,9.4875,9.17502,0.31248,8.574
11/14/2020,10:00:00 PM,9.4892,9.17632,0.31288,8.574
11/14/2020,10:30:00 PM,9.4865,9.17438,0.31212,8.578
11/14/2020,11:00:00 PM,9.4838,9.17141,0.31239,8.577
11/14/2020,11:30:00 PM,9.4804,9.16449,0.31591,8.598
11/15/2020,12:00:00 AM,9.4795,9.16481,0.31469,8.612
11/15/2020,12:30:00 AM,9.4769,9.16206,0.31484,8.623
11/15/2020,1:00:00 AM,9.4771,9.16172,0.31538,8.634
11/15/2020,1:30:00 AM,9.4785,9.16423,0.31427,8.64
11/15/2020,2:00:00 AM,9.4796,9.16476,0.31484,8.651
11/15/2020,2:30:00 AM,9.4804,9.16605,0.31435,8.648
11/15/2020,3:00:00 AM,9.4765,9.16279,0.31371,8.629
11/15/2020,3:30:00 AM,9.4772,9.16272,0.31448,8.618
11/15/2020,4:00:00 AM,9.4755,9.16151,0.31399,8.627
11/15/2020,4:30:00 AM,9.4773,9.16244,0.31486,8.647
11/15/2020,5:00:00 AM,9.4783,9.16297,0.31533,8.662
11/15/2020,5:30:00 AM,9.4811,9.16646,0.31464,8.677
11/15/2020,6:00:00 AM,9.4834,9.17103,0.31237,8.683
11/15/2020,6:30:00 AM,9.4831,9.16987,0.31323,8.683
11/15/2020,7:00:00 AM,9.4881,9.17685,0.31125,8.677
11/15/2020,7:30:00 AM,9.4904,9.17844,0.31196,8.672
11/15/2020,8:00:00 AM,9.4901,9.17902,0.31108,8.663
11/15/2020,8:30:00 AM,9.4918,9.18146,0.31034,8.661
11/15/2020,9:00:00 AM,9.4977,9.19173,0.30597,8.671
11/15/2020,9:30:00 AM,9.5027,9.19644,0.30626,8.676
11/15/2020,10:00:00 AM,9.5028,9.19752,0.30528,8.67
11/15/2020,10:30:00 AM,9.505,9.19973,0.30527,8.694
11/15/2020,11:00:00 AM,9.5087,9.2033,0.3054,8.718
11/15/2020,11:30:00 AM,9.5129,9.20962,0.30328,8.721
11/15/2020,12:00:00 PM,9.5135,9.20945,0.30405,8.718
11/15/2020,12:30:00 PM,9.5135,9.20687,0.30663,8.733
11/15/2020,1:00:00 PM,9.5108,9.2013,0.3095,8.79
11/15/2020,1:30:00 PM,9.5098,9.19725,0.31255,8.868
11/15/2020,2:00:00 PM,9.5082,9.19582,0.31238,8.909
11/15/2020,2:30:00 PM,9.5099,9.19693,0.31297,8.906
11/15/2020,3:00:00 PM,9.5088,9.19743,0.31137,8.904
11/15/2020,3:30:00 PM,9.5105,9.19927,0.31123,8.894
11/15/2020,4:00:00 PM,9.5101,9.19991,0.31019,8.892
11/15/2020,4:30:00 PM,9.5094,9.20102,0.30838,8.866
11/15/2020,5:00:00 PM,9.5101,9.20144,0.30866,8.826
11/15/2020,5:30:00 PM,9.5117,9.20526,0.30644,8.802
11/15/2020,6:00:00 PM,9.5119,9.20622,0.30568,8.765
11/15/2020,6:30:00 PM,9.5111,9.20355,0.30755,8.736
11/15/2020,7:00:00 PM,9.5087,9.20093,0.30777,8.723
11/15/2020,7:30:00 PM,9.5105,9.20428,0.30622,8.718
11/15/2020,8:00:00 PM,9.5091,9.20358,0.30552,8.715
11/15/2020,8:30:00 PM,9.5078,9.19931,0.30849,8.704
11/15/2020,9:00:00 PM,9.508,9.20057,0.30743,8.697
11/15/2020,9:30:00 PM,9.5066,9.19887,0.30773,8.688
11/15/2020,10:00:00 PM,9.5052,9.19965,0.30555,8.654
11/15/2020,10:30:00 PM,9.5053,9.20102,0.30428,8.617
11/15/2020,11:00:00 PM,9.5062,9.20186,0.30434,8.592
11/15/2020,11:30:00 PM,9.5069,9.20314,0.30376,8.593
11/16/2020,12:00:00 AM,9.5071,9.20167,0.30543,8.619
11/16/2020,12:30:00 AM,9.5083,9.20245,0.30585,8.647
11/16/2020,1:00:00 AM,9.5084,9.20204,0.30636,8.646
11/16/2020,1:30:00 AM,9.5058,9.20006,0.30574,8.616
11/16/2020,2:00:00 AM,9.505,9.19928,0.30572,8.584
11/16/2020,2:30:00 AM,9.5047,9.19772,0.30698,8.556
11/16/2020,3:00:00 AM,9.504,9.1992,0.3048,8.541
11/16/2020,3:30:00 AM,9.502,9.19629,0.30571,8.531
11/16/2020,4:00:00 AM,9.5017,9.19708,0.30462,8.516
11/16/2020,4:30:00 AM,9.5015,9.19626,0.30524,8.499
11/16/2020,5:00:00 AM,9.4997,9.19525,0.30445,8.485
