"","date","time","ms","level","temperature"
"1902","7/20/2025","7:15:00 PM",0,9.3212,10.654
"1903","7/20/2025","7:30:00 PM",0,9.3222,10.485
"1904","7/20/2025","7:45:00 PM",0,9.3219,10.328
"1905","7/20/2025","8:00:00 PM",0,9.3237,10.216
"1906","7/20/2025","8:15:00 PM",0,9.3251,10.121
"1907","7/20/2025","8:30:00 PM",0,9.3265,10.071
"1908","7/20/2025","8:45:00 PM",0,9.3269,9.9
"1909","7/20/2025","9:00:00 PM",0,9.3281,9.721
"1910","7/20/2025","9:15:00 PM",0,9.3292,9.595
"1911","7/20/2025","9:30:00 PM",0,9.3294,9.508
"1912","7/20/2025","9:45:00 PM",0,9.3299,9.453
"1913","7/20/2025","10:00:00 PM",0,9.3294,9.376
"1914","7/20/2025","10:15:00 PM",0,9.3281,9.305
"1915","7/20/2025","10:30:00 PM",0,9.3268,9.262
"1916","7/20/2025","10:45:00 PM",0,9.3264,9.228
"1917","7/20/2025","11:00:00 PM",0,9.326,9.208
"1918","7/20/2025","11:15:00 PM",0,9.3266,9.19
"1919","7/20/2025","11:30:00 PM",0,9.3262,9.184
"1920","7/20/2025","11:45:00 PM",0,9.3263,9.174
"1921","7/21/2025","12:00:00 AM",0,9.3261,9.154
"1922","7/21/2025","12:15:00 AM",0,9.3259,9.133
"1923","7/21/2025","12:30:00 AM",0,9.3246,9.12
"1924","7/21/2025","12:45:00 AM",0,9.3248,9.106
"1925","7/21/2025","1:00:00 AM",0,9.3244,9.089
"1926","7/21/2025","1:15:00 AM",0,9.3237,9.075
"1927","7/21/2025","1:30:00 AM",0,9.3233,9.068
"1928","7/21/2025","1:45:00 AM",0,9.3229,9.066
"1929","7/21/2025","2:00:00 AM",0,9.3225,9.05
"1930","7/21/2025","2:15:00 AM",0,9.3229,9.037
"1931","7/21/2025","2:30:00 AM",0,9.3224,9.024
"1932","7/21/2025","2:45:00 AM",0,9.3221,9.011
"1933","7/21/2025","3:00:00 AM",0,9.3221,9.007
"1934","7/21/2025","3:15:00 AM",0,9.322,9
"1935","7/21/2025","3:30:00 AM",0,9.3218,8.998
"1936","7/21/2025","3:45:00 AM",0,9.3218,9
"1937","7/21/2025","4:00:00 AM",0,9.3214,8.999
"1938","7/21/2025","4:15:00 AM",0,9.3203,9.001
"1939","7/21/2025","4:30:00 AM",0,9.3203,9.007
"1940","7/21/2025","4:45:00 AM",0,9.3202,9.012
"1941","7/21/2025","5:00:00 AM",0,9.3215,9.001
"1942","7/21/2025","5:15:00 AM",0,9.322,8.991
"1943","7/21/2025","5:30:00 AM",0,9.3221,9.008
"1944","7/21/2025","5:45:00 AM",0,9.3224,9.014
"1945","7/21/2025","6:00:00 AM",0,9.3216,9.009
"1946","7/21/2025","6:15:00 AM",0,9.3216,8.988
"1947","7/21/2025","6:30:00 AM",0,9.324,8.97
"1948","7/21/2025","6:45:00 AM",0,9.3216,8.948
"1949","7/21/2025","7:00:00 AM",0,9.3219,8.932
"1950","7/21/2025","7:15:00 AM",0,9.323,8.927
"1951","7/21/2025","7:30:00 AM",0,9.3234,8.939
"1952","7/21/2025","7:45:00 AM",0,9.3246,8.972
"1953","7/21/2025","8:00:00 AM",0,9.3255,9.049
"1954","7/21/2025","8:15:00 AM",0,9.3265,9.119
"1955","7/21/2025","8:30:00 AM",0,9.328,9.173
"1956","7/21/2025","8:45:00 AM",0,9.3288,9.238
"1957","7/21/2025","9:00:00 AM",0,9.3306,9.337
"1958","7/21/2025","9:15:00 AM",0,9.3332,9.55
"1959","7/21/2025","9:30:00 AM",0,9.3348,9.699
"1960","7/21/2025","9:45:00 AM",0,9.3359,9.828
"1961","7/21/2025","10:00:00 AM",0,9.337,9.952
"1962","7/21/2025","10:15:00 AM",0,9.338,10.079
"1963","7/21/2025","10:30:00 AM",0,9.3381,10.164
"1964","7/21/2025","10:45:00 AM",0,9.3386,10.264
"1965","7/21/2025","11:00:00 AM",0,9.3378,10.305
"1966","7/21/2025","11:15:00 AM",0,9.338,10.33
"1967","7/21/2025","11:30:00 AM",0,9.3392,10.459
"1968","7/21/2025","11:45:00 AM",0,9.3391,10.559
"1969","7/21/2025","12:00:00 PM",0,9.3385,10.641
"1970","7/21/2025","12:15:00 PM",0,9.3382,10.727
"1971","7/21/2025","12:30:00 PM",0,9.3374,10.79
"1972","7/21/2025","12:45:00 PM",0,9.3331,10.813
"1973","7/21/2025","1:00:00 PM",0,9.3334,10.867
"1974","7/21/2025","1:15:00 PM",0,9.3334,10.925
"1975","7/21/2025","1:30:00 PM",0,9.3325,10.968
"1976","7/21/2025","1:45:00 PM",0,9.3321,11.02
"1977","7/21/2025","2:00:00 PM",0,9.3307,11.03
"1978","7/21/2025","2:15:00 PM",0,9.3317,11.042
"1979","7/21/2025","2:30:00 PM",0,9.3275,10.881
"1980","7/21/2025","2:45:00 PM",0,9.3263,10.782
"1981","7/21/2025","3:00:00 PM",0,9.3247,10.703
"1982","7/21/2025","3:15:00 PM",0,9.3233,10.699
"1983","7/21/2025","3:30:00 PM",0,9.3233,10.703
"1984","7/21/2025","3:45:00 PM",0,9.3241,10.753
"1985","7/21/2025","4:00:00 PM",0,9.326,10.871
"1986","7/21/2025","4:15:00 PM",0,9.3261,10.887
"1987","7/21/2025","4:30:00 PM",0,9.3259,10.893
"1988","7/21/2025","4:45:00 PM",0,9.325,10.857
"1989","7/21/2025","5:00:00 PM",0,9.3233,10.806
"1990","7/21/2025","5:15:00 PM",0,9.3221,10.679
"1991","7/21/2025","5:30:00 PM",0,9.3212,10.583
"1992","7/21/2025","5:45:00 PM",0,9.321,10.527
"1993","7/21/2025","6:00:00 PM",0,9.3204,10.431
"1994","7/21/2025","6:15:00 PM",0,9.3199,10.378
"1995","7/21/2025","6:30:00 PM",0,9.3201,10.296
"1996","7/21/2025","6:45:00 PM",0,9.3206,10.228
"1997","7/21/2025","7:00:00 PM",0,9.3221,10.174
"1998","7/21/2025","7:15:00 PM",0,9.3227,10.101
"1999","7/21/2025","7:30:00 PM",0,9.3233,9.964
"2000","7/21/2025","7:45:00 PM",0,9.3249,9.886
"2001","7/21/2025","8:00:00 PM",0,9.3254,9.759
"2002","7/21/2025","8:15:00 PM",0,9.3261,9.696
"2003","7/21/2025","8:30:00 PM",0,9.3285,9.619
"2004","7/21/2025","8:45:00 PM",0,9.3294,9.512
"2005","7/21/2025","9:00:00 PM",0,9.33,9.417
"2006","7/21/2025","9:15:00 PM",0,9.3309,9.31
"2007","7/21/2025","9:30:00 PM",0,9.3309,9.226
"2008","7/21/2025","9:45:00 PM",0,9.3313,9.163
"2009","7/21/2025","10:00:00 PM",0,9.3325,9.114
"2010","7/21/2025","10:15:00 PM",0,9.3348,9.079
"2011","7/21/2025","10:30:00 PM",0,9.3352,9.041
"2012","7/21/2025","10:45:00 PM",0,9.3361,9.014
"2013","7/21/2025","11:00:00 PM",0,9.3373,9
"2014","7/21/2025","11:15:00 PM",0,9.3372,8.985
"2015","7/21/2025","11:30:00 PM",0,9.3377,8.974
"2016","7/21/2025","11:45:00 PM",0,9.3387,8.953
"2017","7/22/2025","12:00:00 AM",0,9.339,8.933
"2018","7/22/2025","12:15:00 AM",0,9.3403,8.917
"2019","7/22/2025","12:30:00 AM",0,9.3413,8.911
"2020","7/22/2025","12:45:00 AM",0,9.3412,8.901
"2021","7/22/2025","1:00:00 AM",0,9.3412,8.88
"2022","7/22/2025","1:15:00 AM",0,9.3415,8.867
"2023","7/22/2025","1:30:00 AM",0,9.3409,8.847
"2024","7/22/2025","1:45:00 AM",0,9.3413,8.838
"2025","7/22/2025","2:00:00 AM",0,9.3417,8.829
"2026","7/22/2025","2:15:00 AM",0,9.3416,8.813
"2027","7/22/2025","2:30:00 AM",0,9.3408,8.804
"2028","7/22/2025","2:45:00 AM",0,9.3416,8.795
"2029","7/22/2025","3:00:00 AM",0,9.3415,8.787
"2030","7/22/2025","3:15:00 AM",0,9.3416,8.778
"2031","7/22/2025","3:30:00 AM",0,9.3419,8.767
"2032","7/22/2025","3:45:00 AM",0,9.3422,8.761
"2033","7/22/2025","4:00:00 AM",0,9.3423,8.754
"2034","7/22/2025","4:15:00 AM",0,9.3427,8.756
"2035","7/22/2025","4:30:00 AM",0,9.3428,8.752
"2036","7/22/2025","4:45:00 AM",0,9.3441,8.739
"2037","7/22/2025","5:00:00 AM",0,9.3441,8.724
"2038","7/22/2025","5:15:00 AM",0,9.3435,8.72
"2039","7/22/2025","5:30:00 AM",0,9.344,8.723
"2040","7/22/2025","5:45:00 AM",0,9.3444,8.725
"2041","7/22/2025","6:00:00 AM",0,9.3451,8.715
"2042","7/22/2025","6:15:00 AM",0,9.3461,8.705
"2043","7/22/2025","6:30:00 AM",0,9.3469,8.704
"2044","7/22/2025","6:45:00 AM",0,9.3492,8.708
"2045","7/22/2025","7:00:00 AM",0,9.3499,8.723
"2046","7/22/2025","7:15:00 AM",0,9.3507,8.74
"2047","7/22/2025","7:30:00 AM",0,9.3514,8.763
"2048","7/22/2025","7:45:00 AM",0,9.3529,8.809
"2049","7/22/2025","8:00:00 AM",0,9.3545,8.869
"2050","7/22/2025","8:15:00 AM",0,9.3564,8.952
"2051","7/22/2025","8:30:00 AM",0,9.3582,9.034
"2052","7/22/2025","8:45:00 AM",0,9.359,9.132
"2053","7/22/2025","9:00:00 AM",0,9.3606,9.219
"2054","7/22/2025","9:15:00 AM",0,9.3621,9.31
"2055","7/22/2025","9:30:00 AM",0,9.3636,9.399
"2056","7/22/2025","9:45:00 AM",0,9.3635,9.501
"2057","7/22/2025","10:00:00 AM",0,9.3643,9.602
"2058","7/22/2025","10:15:00 AM",0,9.3645,9.714
"2059","7/22/2025","10:30:00 AM",0,9.3659,9.827
"2060","7/22/2025","10:45:00 AM",0,9.3675,9.978
"2061","7/22/2025","11:00:00 AM",0,9.3675,10.075
"2062","7/22/2025","11:15:00 AM",0,9.3674,10.194
"2063","7/22/2025","11:30:00 AM",0,9.3676,10.301
"2064","7/22/2025","11:45:00 AM",0,9.3677,10.42
"2065","7/22/2025","12:00:00 PM",0,9.3681,10.542
"2066","7/22/2025","12:15:00 PM",0,9.3641,10.664
"2067","7/22/2025","12:30:00 PM",0,9.3641,10.756
"2068","7/22/2025","12:45:00 PM",0,9.3639,10.831
"2069","7/22/2025","1:00:00 PM",0,9.3643,10.888
"2070","7/22/2025","1:15:00 PM",0,9.363,10.975
"2071","7/22/2025","1:30:00 PM",0,9.3621,11.029
"2072","7/22/2025","1:45:00 PM",0,9.3614,11.051
"2073","7/22/2025","2:00:00 PM",0,9.3596,11.036
"2074","7/22/2025","2:15:00 PM",0,9.3577,11.08
"2075","7/22/2025","2:30:00 PM",0,9.357,11.052
"2076","7/22/2025","2:45:00 PM",0,9.3558,11.079
"2077","7/22/2025","3:00:00 PM",0,9.3537,11.012
"2078","7/22/2025","3:15:00 PM",0,9.3526,10.973
"2079","7/22/2025","3:30:00 PM",0,9.3534,10.996
"2080","7/22/2025","3:45:00 PM",0,9.3511,10.957
"2081","7/22/2025","4:00:00 PM",0,9.3511,10.968
"2082","7/22/2025","4:15:00 PM",0,9.3495,10.923
"2083","7/22/2025","4:30:00 PM",0,9.347,10.756
"2084","7/22/2025","4:45:00 PM",0,9.347,10.76
"2085","7/22/2025","5:00:00 PM",0,9.3453,10.674
"2086","7/22/2025","5:15:00 PM",0,9.3438,10.595
"2087","7/22/2025","5:30:00 PM",0,9.3421,10.517
"2088","7/22/2025","5:45:00 PM",0,9.3412,10.395
"2089","7/22/2025","6:00:00 PM",0,9.3407,10.359
"2090","7/22/2025","6:15:00 PM",0,9.3403,10.292
"2091","7/22/2025","6:30:00 PM",0,9.3392,10.167
"2092","7/22/2025","6:45:00 PM",0,9.3382,10.085
"2093","7/22/2025","7:00:00 PM",0,9.3381,9.998
"2094","7/22/2025","7:15:00 PM",0,9.3395,9.909
"2095","7/22/2025","7:30:00 PM",0,9.3407,9.898
"2096","7/22/2025","7:45:00 PM",0,9.3429,9.872
"2097","7/22/2025","8:00:00 PM",0,9.3447,9.841
"2098","7/22/2025","8:15:00 PM",0,9.3448,9.757
"2099","7/22/2025","8:30:00 PM",0,9.3458,9.66
"2100","7/22/2025","8:45:00 PM",0,9.3467,9.552
"2101","7/22/2025","9:00:00 PM",0,9.3474,9.434
"2102","7/22/2025","9:15:00 PM",0,9.3481,9.33
"2103","7/22/2025","9:30:00 PM",0,9.3482,9.251
"2104","7/22/2025","9:45:00 PM",0,9.3505,9.189
"2105","7/22/2025","10:00:00 PM",0,9.3526,9.151
"2106","7/22/2025","10:15:00 PM",0,9.3537,9.12
"2107","7/22/2025","10:30:00 PM",0,9.355,9.094
"2108","7/22/2025","10:45:00 PM",0,9.3554,9.071
"2109","7/22/2025","11:00:00 PM",0,9.3561,9.055
"2110","7/22/2025","11:15:00 PM",0,9.3565,9.034
"2111","7/22/2025","11:30:00 PM",0,9.3562,9.016
"2112","7/22/2025","11:45:00 PM",0,9.3569,9.013
"2113","7/23/2025","12:00:00 AM",0,9.3581,9.003
"2114","7/23/2025","12:15:00 AM",0,9.3582,8.982
"2115","7/23/2025","12:30:00 AM",0,9.3585,8.966
"2116","7/23/2025","12:45:00 AM",0,9.3581,8.948
"2117","7/23/2025","1:00:00 AM",0,9.3583,8.932
"2118","7/23/2025","1:15:00 AM",0,9.358,8.91
"2119","7/23/2025","1:30:00 AM",0,9.3588,8.898
"2120","7/23/2025","1:45:00 AM",0,9.3589,8.9
"2121","7/23/2025","2:00:00 AM",0,9.3597,8.892
"2122","7/23/2025","2:15:00 AM",0,9.3605,8.882
"2123","7/23/2025","2:30:00 AM",0,9.3613,8.869
"2124","7/23/2025","2:45:00 AM",0,9.3615,8.858
"2125","7/23/2025","3:00:00 AM",0,9.3617,8.85
"2126","7/23/2025","3:15:00 AM",0,9.3624,8.848
"2127","7/23/2025","3:30:00 AM",0,9.3628,8.837
"2128","7/23/2025","3:45:00 AM",0,9.3629,8.829
"2129","7/23/2025","4:00:00 AM",0,9.3633,8.82
"2130","7/23/2025","4:15:00 AM",0,9.3635,8.814
"2131","7/23/2025","4:30:00 AM",0,9.3645,8.806
"2132","7/23/2025","4:45:00 AM",0,9.3661,8.801
"2133","7/23/2025","5:00:00 AM",0,9.3657,8.787
"2134","7/23/2025","5:15:00 AM",0,9.3662,8.784
"2135","7/23/2025","5:30:00 AM",0,9.3672,8.774
"2136","7/23/2025","5:45:00 AM",0,9.3682,8.769
"2137","7/23/2025","6:00:00 AM",0,9.3689,8.762
"2138","7/23/2025","6:15:00 AM",0,9.3689,8.757
"2139","7/23/2025","6:30:00 AM",0,9.3702,8.754
"2140","7/23/2025","6:45:00 AM",0,9.3713,8.756
"2141","7/23/2025","7:00:00 AM",0,9.3729,8.767
"2142","7/23/2025","7:15:00 AM",0,9.3732,8.778
"2143","7/23/2025","7:30:00 AM",0,9.3744,8.798
"2144","7/23/2025","7:45:00 AM",0,9.3765,8.843
"2145","7/23/2025","8:00:00 AM",0,9.3778,8.9
"2146","7/23/2025","8:15:00 AM",0,9.3784,8.964
"2147","7/23/2025","8:30:00 AM",0,9.3796,9.036
"2148","7/23/2025","8:45:00 AM",0,9.381,9.117
"2149","7/23/2025","9:00:00 AM",0,9.3826,9.203
"2150","7/23/2025","9:15:00 AM",0,9.3839,9.288
"2151","7/23/2025","9:30:00 AM",0,9.3841,9.377
"2152","7/23/2025","9:45:00 AM",0,9.3854,9.494
"2153","7/23/2025","10:00:00 AM",0,9.3862,9.615
"2154","7/23/2025","10:15:00 AM",0,9.3876,9.752
"2155","7/23/2025","10:30:00 AM",0,9.3879,9.874
"2156","7/23/2025","10:45:00 AM",0,9.3883,9.98
"2157","7/23/2025","11:00:00 AM",0,9.389,10.099
"2158","7/23/2025","11:15:00 AM",0,9.3891,10.209
"2159","7/23/2025","11:30:00 AM",0,9.3885,10.305
"2160","7/23/2025","11:45:00 AM",0,9.3889,10.429
"2161","7/23/2025","12:00:00 PM",0,9.3882,10.541
"2162","7/23/2025","12:15:00 PM",0,9.3876,10.644
"2163","7/23/2025","12:30:00 PM",0,9.3839,10.74
"2164","7/23/2025","12:45:00 PM",0,9.3846,10.881
"2165","7/23/2025","1:00:00 PM",0,9.3853,10.978
"2166","7/23/2025","1:15:00 PM",0,9.3845,11.027
"2167","7/23/2025","1:30:00 PM",0,9.3847,11.1
"2168","7/23/2025","1:45:00 PM",0,9.3828,11.112
"2169","7/23/2025","2:00:00 PM",0,9.3818,11.096
"2170","7/23/2025","2:15:00 PM",0,9.3803,11.092
"2171","7/23/2025","2:30:00 PM",0,9.3802,11.147
"2172","7/23/2025","2:45:00 PM",0,9.3795,11.151
"2173","7/23/2025","3:00:00 PM",0,9.3777,11.16
"2174","7/23/2025","3:15:00 PM",0,9.3774,11.086
"2175","7/23/2025","3:30:00 PM",0,9.3758,11.082
"2176","7/23/2025","3:45:00 PM",0,9.3733,10.98
"2177","7/23/2025","4:00:00 PM",0,9.3723,10.953
"2178","7/23/2025","4:15:00 PM",0,9.3713,10.918
"2179","7/23/2025","4:30:00 PM",0,9.3712,10.922
"2180","7/23/2025","4:45:00 PM",0,9.37,10.877
"2181","7/23/2025","5:00:00 PM",0,9.3683,10.728
"2182","7/23/2025","5:15:00 PM",0,9.364,10.419
"2183","7/23/2025","5:30:00 PM",0,9.3602,10.105
"2184","7/23/2025","5:45:00 PM",0,9.36,10.021
"2185","7/23/2025","6:00:00 PM",0,9.3587,9.946
"2186","7/23/2025","6:15:00 PM",0,9.3572,9.802
"2187","7/23/2025","6:30:00 PM",0,9.3568,9.714
"2188","7/23/2025","6:45:00 PM",0,9.3563,9.646
"2189","7/23/2025","7:00:00 PM",0,9.3556,9.598
"2190","7/23/2025","7:15:00 PM",0,9.3578,9.702
"2191","7/23/2025","7:30:00 PM",0,9.3607,9.898
"2192","7/23/2025","7:45:00 PM",0,9.3626,10.02
"2193","7/23/2025","8:00:00 PM",0,9.3631,10.033
"2194","7/23/2025","8:15:00 PM",0,9.3648,9.966
"2195","7/23/2025","8:30:00 PM",0,9.3648,9.814
"2196","7/23/2025","8:45:00 PM",0,9.3658,9.672
"2197","7/23/2025","9:00:00 PM",0,9.3678,9.527
"2198","7/23/2025","9:15:00 PM",0,9.3696,9.419
"2199","7/23/2025","9:30:00 PM",0,9.3733,9.331
"2200","7/23/2025","9:45:00 PM",0,9.3745,9.265
"2201","7/23/2025","10:00:00 PM",0,9.376,9.237
"2202","7/23/2025","10:15:00 PM",0,9.3766,9.189
"2203","7/23/2025","10:30:00 PM",0,9.3773,9.165
"2204","7/23/2025","10:45:00 PM",0,9.3772,9.153
"2205","7/23/2025","11:00:00 PM",0,9.3782,9.148
"2206","7/23/2025","11:15:00 PM",0,9.3788,9.144
"2207","7/23/2025","11:30:00 PM",0,9.3797,9.145
"2208","7/23/2025","11:45:00 PM",0,9.3803,9.139
"2209","7/24/2025","12:00:00 AM",0,9.3814,9.122
"2210","7/24/2025","12:15:00 AM",0,9.3836,9.095
"2211","7/24/2025","12:30:00 AM",0,9.3843,9.073
"2212","7/24/2025","12:45:00 AM",0,9.3848,9.038
"2213","7/24/2025","1:00:00 AM",0,9.3851,9.009
"2214","7/24/2025","1:15:00 AM",0,9.384,8.982
"2215","7/24/2025","1:30:00 AM",0,9.3848,8.965
"2216","7/24/2025","1:45:00 AM",0,9.3847,8.95
"2217","7/24/2025","2:00:00 AM",0,9.3849,8.937
"2218","7/24/2025","2:15:00 AM",0,9.3843,8.923
"2219","7/24/2025","2:30:00 AM",0,9.386,8.921
"2220","7/24/2025","2:45:00 AM",0,9.3858,8.91
"2221","7/24/2025","3:00:00 AM",0,9.3859,8.896
"2222","7/24/2025","3:15:00 AM",0,9.3862,8.89
"2223","7/24/2025","3:30:00 AM",0,9.3874,8.883
"2224","7/24/2025","3:45:00 AM",0,9.388,8.882
"2225","7/24/2025","4:00:00 AM",0,9.3885,8.881
"2226","7/24/2025","4:15:00 AM",0,9.3888,8.873
"2227","7/24/2025","4:30:00 AM",0,9.3891,8.869
"2228","7/24/2025","4:45:00 AM",0,9.3902,8.866
"2229","7/24/2025","5:00:00 AM",0,9.3908,8.867
"2230","7/24/2025","5:15:00 AM",0,9.3919,8.858
"2231","7/24/2025","5:30:00 AM",0,9.3923,8.85
"2232","7/24/2025","5:45:00 AM",0,9.3942,8.838
"2233","7/24/2025","6:00:00 AM",0,9.3935,8.83
"2234","7/24/2025","6:15:00 AM",0,9.3944,8.821
"2235","7/24/2025","6:30:00 AM",0,9.3939,8.821
"2236","7/24/2025","6:45:00 AM",0,9.3937,8.822
"2237","7/24/2025","7:00:00 AM",0,9.3938,8.828
"2238","7/24/2025","7:15:00 AM",0,9.3949,8.84
"2239","7/24/2025","7:30:00 AM",0,9.3953,8.862
"2240","7/24/2025","7:45:00 AM",0,9.3963,8.907
"2241","7/24/2025","8:00:00 AM",0,9.3981,8.963
"2242","7/24/2025","8:15:00 AM",0,9.3999,9.034
"2243","7/24/2025","8:30:00 AM",0,9.4015,9.13
"2244","7/24/2025","8:45:00 AM",0,9.4032,9.196
"2245","7/24/2025","9:00:00 AM",0,9.4044,9.278
"2246","7/24/2025","9:15:00 AM",0,9.4054,9.378
"2247","7/24/2025","9:30:00 AM",0,9.4064,9.468
"2248","7/24/2025","9:45:00 AM",0,9.4067,9.568
"2249","7/24/2025","10:00:00 AM",0,9.4068,9.65
"2250","7/24/2025","10:15:00 AM",0,9.4075,9.766
"2251","7/24/2025","10:30:00 AM",0,9.4078,9.883
"2252","7/24/2025","10:45:00 AM",0,9.4078,9.992
"2253","7/24/2025","11:00:00 AM",0,9.409,10.119
"2254","7/24/2025","11:15:00 AM",0,9.408,10.253
"2255","7/24/2025","11:30:00 AM",0,9.4088,10.393
"2256","7/24/2025","11:45:00 AM",0,9.4078,10.501
"2257","7/24/2025","12:00:00 PM",0,9.4055,10.589
"2258","7/24/2025","12:15:00 PM",0,9.4045,10.688
"2259","7/24/2025","12:30:00 PM",0,9.4022,10.804
"2260","7/24/2025","12:45:00 PM",0,9.4012,10.835
"2261","7/24/2025","1:00:00 PM",0,9.3993,10.889
"2262","7/24/2025","1:15:00 PM",0,9.3983,10.965
"2263","7/24/2025","1:30:00 PM",0,9.3965,11.018
"2264","7/24/2025","1:45:00 PM",0,9.3943,11.033
"2265","7/24/2025","2:00:00 PM",0,9.3925,11.117
"2266","7/24/2025","2:15:00 PM",0,9.3907,11.14
"2267","7/24/2025","2:30:00 PM",0,9.3895,11.202
"2268","7/24/2025","2:45:00 PM",0,9.3874,11.254
"2269","7/24/2025","3:00:00 PM",0,9.3858,11.286
"2270","7/24/2025","3:15:00 PM",0,9.3837,11.257
"2271","7/24/2025","3:30:00 PM",0,9.3832,11.097
"2272","7/24/2025","3:45:00 PM",0,9.3795,10.652
"2273","7/24/2025","4:00:00 PM",0,9.3745,10.29
"2274","7/24/2025","4:15:00 PM",0,9.3708,10.042
"2275","7/24/2025","4:30:00 PM",0,9.3678,9.846
"2276","7/24/2025","4:45:00 PM",0,9.3652,9.726
"2277","7/24/2025","5:00:00 PM",0,9.3654,9.66
"2278","7/24/2025","5:15:00 PM",0,9.367,9.668
"2279","7/24/2025","5:30:00 PM",0,9.3683,9.724
"2280","7/24/2025","5:45:00 PM",0,9.3685,9.756
"2281","7/24/2025","6:00:00 PM",0,9.3682,9.757
"2282","7/24/2025","6:15:00 PM",0,9.3699,9.755
"2283","7/24/2025","6:30:00 PM",0,9.3738,9.784
"2284","7/24/2025","6:45:00 PM",0,9.3783,9.838
"2285","7/24/2025","7:00:00 PM",0,9.378,9.909
"2286","7/24/2025","7:15:00 PM",0,9.3815,9.769
"2287","7/24/2025","7:30:00 PM",0,9.3813,9.601
"2288","7/24/2025","7:45:00 PM",0,9.3838,9.491
"2289","7/24/2025","8:00:00 PM",0,9.3876,9.471
"2290","7/24/2025","8:15:00 PM",0,9.3918,9.408
"2291","7/24/2025","8:30:00 PM",0,9.3937,9.352
"2292","7/24/2025","8:45:00 PM",0,9.3963,9.415
"2293","7/24/2025","9:00:00 PM",0,9.3969,9.465
"2294","7/24/2025","9:15:00 PM",0,9.3972,9.363
"2295","7/24/2025","9:30:00 PM",0,9.4003,9.295
"2296","7/24/2025","9:45:00 PM",0,9.4,9.274
"2297","7/24/2025","10:00:00 PM",0,9.3996,9.245
"2298","7/24/2025","10:15:00 PM",0,9.3997,9.243
"2299","7/24/2025","10:30:00 PM",0,9.3994,9.232
"2300","7/24/2025","10:45:00 PM",0,9.3974,9.268
"2301","7/24/2025","11:00:00 PM",0,9.3969,9.295
"2302","7/24/2025","11:15:00 PM",0,9.3936,9.315
"2303","7/24/2025","11:30:00 PM",0,9.3954,9.337
"2304","7/24/2025","11:45:00 PM",0,9.3936,9.329
"2305","7/25/2025","12:00:00 AM",0,9.3934,9.324
"2306","7/25/2025","12:15:00 AM",0,9.3939,9.342
"2307","7/25/2025","12:30:00 AM",0,9.3929,9.251
"2308","7/25/2025","12:45:00 AM",0,9.3894,9.178
"2309","7/25/2025","1:00:00 AM",0,9.3873,9.118
"2310","7/25/2025","1:15:00 AM",0,9.3858,9.086
"2311","7/25/2025","1:30:00 AM",0,9.3843,9.063
"2312","7/25/2025","1:45:00 AM",0,9.3834,9.045
"2313","7/25/2025","2:00:00 AM",0,9.3827,9.042
"2314","7/25/2025","2:15:00 AM",0,9.3824,9.054
"2315","7/25/2025","2:30:00 AM",0,9.3834,9.085
"2316","7/25/2025","2:45:00 AM",0,9.3847,9.109
"2317","7/25/2025","3:00:00 AM",0,9.385,9.113
"2318","7/25/2025","3:15:00 AM",0,9.384,9.089
"2319","7/25/2025","3:30:00 AM",0,9.3835,9.057
"2320","7/25/2025","3:45:00 AM",0,9.3834,9.029
"2321","7/25/2025","4:00:00 AM",0,9.3829,9.01
"2322","7/25/2025","4:15:00 AM",0,9.3832,8.993
"2323","7/25/2025","4:30:00 AM",0,9.3823,8.977
"2324","7/25/2025","4:45:00 AM",0,9.3827,8.964
"2325","7/25/2025","5:00:00 AM",0,9.382,8.949
"2326","7/25/2025","5:15:00 AM",0,9.3814,8.942
"2327","7/25/2025","5:30:00 AM",0,9.3809,8.933
"2328","7/25/2025","5:45:00 AM",0,9.3805,8.921
"2329","7/25/2025","6:00:00 AM",0,9.3797,8.91
"2330","7/25/2025","6:15:00 AM",0,9.3791,8.905
"2331","7/25/2025","6:30:00 AM",0,9.3795,8.914
"2332","7/25/2025","6:45:00 AM",0,9.3805,8.927
"2333","7/25/2025","7:00:00 AM",0,9.3808,8.94
"2334","7/25/2025","7:15:00 AM",0,9.3812,8.956
"2335","7/25/2025","7:30:00 AM",0,9.3818,8.969
"2336","7/25/2025","7:45:00 AM",0,9.382,8.984
"2337","7/25/2025","8:00:00 AM",0,9.383,8.994
"2338","7/25/2025","8:15:00 AM",0,9.3827,9.003
"2339","7/25/2025","8:30:00 AM",0,9.3837,9.024
"2340","7/25/2025","8:45:00 AM",0,9.3844,9.097
"2341","7/25/2025","9:00:00 AM",0,9.3863,9.203
"2342","7/25/2025","9:15:00 AM",0,9.3868,9.316
"2343","7/25/2025","9:30:00 AM",0,9.3875,9.428
"2344","7/25/2025","9:45:00 AM",0,9.3873,9.537
"2345","7/25/2025","10:00:00 AM",0,9.3875,9.642
"2346","7/25/2025","10:15:00 AM",0,9.3887,9.762
"2347","7/25/2025","10:30:00 AM",0,9.3878,9.763
"2348","7/25/2025","10:45:00 AM",0,9.3873,9.803
"2349","7/25/2025","11:00:00 AM",0,9.3894,9.986
"2350","7/25/2025","11:15:00 AM",0,9.3886,10.019
"2351","7/25/2025","11:30:00 AM",0,9.3884,10.098
"2352","7/25/2025","11:45:00 AM",0,9.3876,10.186
"2353","7/25/2025","12:00:00 PM",0,9.3867,10.366
